# TRAINING ITERATION,         BCE_LOSS,         MSE_LOSS,     JACCARD_LOSS
                  99,          0.03945,          0.01052,          0.98355
                 100,          0.04000,          0.01089,          1.00000
                 101,          0.03795,          0.01012,          1.00000
                 102,          0.04097,          0.01084,          0.98684
                 103,          0.03606,          0.00959,          0.95066
                 104,          0.04361,          0.01169,          0.99671
                 105,          0.04115,          0.01108,          1.00000
                 106,          0.03605,          0.00941,          0.99671
                 107,          0.03790,          0.01025,          0.98355
                 108,          0.04336,          0.01173,          0.99342
                 109,          0.03422,          0.00896,          1.00000
                 110,          0.03356,          0.00895,          0.99342
                 111,          0.03660,          0.00964,          0.99342
                 112,          0.03058,          0.00807,          0.98684
                 113,          0.03237,          0.00862,          0.97697
                 114,          0.04487,          0.01205,          1.00000
                 115,          0.03545,          0.00931,          0.99013
                 116,          0.04079,          0.01082,          1.00000
                 117,          0.03302,          0.00864,          0.95395
                 118,          0.03515,          0.00936,          0.97697
                 119,          0.03996,          0.01079,          1.00000
                 120,          0.03789,          0.01005,          0.98684
                 121,          0.03959,          0.01044,          1.00000
                 122,          0.03852,          0.01030,          0.98684
                 123,          0.03704,          0.00985,          0.97039
                 124,          0.04023,          0.01074,          1.00000
                 125,          0.04084,          0.01097,          0.97697
                 126,          0.03596,          0.00952,          1.00000
                 127,          0.04337,          0.01183,          1.00000
                 128,          0.04021,          0.01070,          1.00000
                 129,          0.03261,          0.00856,          1.00000
                 130,          0.03931,          0.01044,          0.99671
                 131,          0.03479,          0.00927,          0.99342
                 132,          0.03527,          0.00931,          1.00000
                 133,          0.04016,          0.01065,          0.99671
                 134,          0.03455,          0.00915,          0.99013
                 135,          0.03333,          0.00870,          0.97368
                 136,          0.03127,          0.00821,          0.99013
                 137,          0.03181,          0.00852,          1.00000
                 138,          0.03834,          0.01022,          1.00000
                 139,          0.03296,          0.00883,          0.99671
                 140,          0.03203,          0.00841,          1.00000
                 141,          0.03425,          0.00920,          0.98355
                 142,          0.03312,          0.00878,          1.00000
                 143,          0.03494,          0.00954,          0.95395
                 144,          0.03679,          0.00959,          0.97368
                 145,          0.03598,          0.00935,          0.96382
                 146,          0.03569,          0.00924,          0.94079
                 147,          0.03942,          0.01058,          0.96711
                 148,          0.03503,          0.00934,          0.99671
                 149,          0.04069,          0.01103,          1.00000
                 150,          0.03874,          0.01026,          1.00000
                 151,          0.03773,          0.01000,          0.99671
                 152,          0.03431,          0.00906,          0.96711
                 153,          0.02967,          0.00778,          0.99671
                 154,          0.03345,          0.00898,          0.96382
                 155,          0.03180,          0.00839,          1.00000
                 156,          0.02836,          0.00745,          1.00000
                 157,          0.03478,          0.00908,          1.00000
                 158,          0.03626,          0.00938,          0.99671
                 159,          0.03569,          0.00921,          1.00000
                 160,          0.03482,          0.00911,          0.99013
                 161,          0.03627,          0.00976,          1.00000
                 162,          0.04401,          0.01175,          0.99671
                 163,          0.03657,          0.00962,          1.00000
                 164,          0.03661,          0.00968,          1.00000
                 165,          0.03849,          0.01005,          1.00000
                 166,          0.03994,          0.01087,          0.98684
                 167,          0.03662,          0.00976,          0.99671
                 168,          0.03807,          0.01016,          0.99671
                 169,          0.03693,          0.00987,          0.99013
                 170,          0.03380,          0.00878,          0.97697
                 171,          0.03143,          0.00829,          1.00000
                 172,          0.03100,          0.00827,          0.99013
                 173,          0.03494,          0.00933,          0.98684
                 174,          0.03474,          0.00928,          1.00000
                 175,          0.03290,          0.00849,          0.99671
                 176,          0.02996,          0.00794,          0.97368
                 177,          0.03457,          0.00912,          1.00000
                 178,          0.03485,          0.00926,          1.00000
                 179,          0.02977,          0.00780,          0.93092
                 180,          0.03215,          0.00859,          0.99013
                 181,          0.03227,          0.00871,          1.00000
                 182,          0.03666,          0.00973,          1.00000
                 183,          0.03823,          0.01009,          0.99669
                 184,          0.03560,          0.00942,          0.99993
                 185,          0.03396,          0.00884,          0.98026
                 186,          0.03830,          0.01036,          0.98684
                 187,          0.02891,          0.00749,          0.98355
                 188,          0.03525,          0.00928,          0.97692
                 189,          0.03665,          0.00969,          0.99998
                 190,          0.03219,          0.00840,          0.99671
                 191,          0.03500,          0.00897,          1.00000
                 192,          0.03260,          0.00872,          0.99671
                 193,          0.03342,          0.00884,          0.99995
                 194,          0.04012,          0.01043,          0.99850
                 195,          0.03606,          0.00941,          0.97847
                 196,          0.03206,          0.00843,          0.99949
                 197,          0.03623,          0.00972,          0.99318
                 198,          0.03506,          0.00936,          0.97029
                 199,          0.03287,          0.00869,          0.97033
                 200,          0.03374,          0.00907,          0.98655
                 201,          0.03117,          0.00817,          0.99986
                 202,          0.03125,          0.00833,          0.94408
                 203,          0.04055,          0.01079,          0.99989
                 204,          0.03604,          0.00963,          0.97665
                 205,          0.03443,          0.00914,          0.99465
                 206,          0.03210,          0.00848,          0.98256
                 207,          0.03844,          0.01022,          0.99293
                 208,          0.03916,          0.01048,          0.99876
                 209,          0.03394,          0.00902,          0.99881
                 210,          0.03605,          0.00955,          0.97960
                 211,          0.03588,          0.00950,          0.99985
                 212,          0.03197,          0.00834,          0.99665
                 213,          0.03194,          0.00848,          0.99337
                 214,          0.03295,          0.00856,          0.97999
                 215,          0.03055,          0.00796,          0.99993
                 216,          0.03325,          0.00879,          0.99994
                 217,          0.03867,          0.01014,          0.98960
                 218,          0.03392,          0.00913,          0.99542
                 219,          0.03455,          0.00904,          0.99793
                 220,          0.03096,          0.00820,          0.99898
                 221,          0.02934,          0.00778,          0.99973
                 222,          0.03251,          0.00859,          0.99662
                 223,          0.03487,          0.00908,          0.99289
                 224,          0.03438,          0.00902,          0.99889
                 225,          0.03260,          0.00851,          0.98990
                 226,          0.03192,          0.00838,          0.99974
                 227,          0.03530,          0.00956,          0.99572
                 228,          0.03118,          0.00809,          0.99757
                 229,          0.03222,          0.00842,          0.99610
                 230,          0.03432,          0.00911,          0.95350
                 231,          0.02928,          0.00774,          0.94606
                 232,          0.03470,          0.00915,          0.99759
                 233,          0.03120,          0.00832,          0.99477
                 234,          0.02772,          0.00724,          0.96430
                 235,          0.03856,          0.01022,          0.99752
                 236,          0.03115,          0.00819,          0.97933
                 237,          0.03259,          0.00854,          0.98959
                 238,          0.03096,          0.00811,          0.99963
                 239,          0.03305,          0.00874,          0.99859
                 240,          0.03094,          0.00803,          0.99199
                 241,          0.03037,          0.00817,          0.96424
                 242,          0.02970,          0.00781,          0.97291
                 243,          0.02816,          0.00744,          0.98886
                 244,          0.03138,          0.00838,          0.98806
                 245,          0.03602,          0.00968,          0.98450
                 246,          0.03415,          0.00905,          0.94385
                 247,          0.03312,          0.00888,          0.97671
                 248,          0.02725,          0.00714,          0.91610
                 249,          0.03451,          0.00927,          0.99349
                 250,          0.03588,          0.00953,          0.98125
                 251,          0.03095,          0.00825,          0.95207
                 252,          0.03291,          0.00860,          0.90874
                 253,          0.03747,          0.00988,          0.95687
                 254,          0.03302,          0.00875,          0.97267
                 255,          0.03196,          0.00851,          0.98318
                 256,          0.03404,          0.00897,          0.92746
                 257,          0.03268,          0.00865,          0.96585
                 258,          0.03285,          0.00861,          0.96448
                 259,          0.03084,          0.00825,          0.96315
                 260,          0.03373,          0.00886,          0.97121
                 261,          0.03343,          0.00903,          0.97707
                 262,          0.03083,          0.00799,          0.97566
                 263,          0.03398,          0.00901,          0.95266
                 264,          0.03125,          0.00827,          0.97186
                 265,          0.03259,          0.00864,          0.97160
                 266,          0.03314,          0.00872,          0.97131
                 267,          0.03147,          0.00829,          0.97461
                 268,          0.02947,          0.00780,          0.95933
                 269,          0.03349,          0.00876,          0.97659
                 270,          0.03113,          0.00835,          0.94757
                 271,          0.03475,          0.00935,          0.95918
                 272,          0.03160,          0.00835,          0.96538
                 273,          0.03161,          0.00837,          0.97597
                 274,          0.03592,          0.00937,          0.97489
                 275,          0.03002,          0.00779,          0.91600
                 276,          0.02979,          0.00787,          0.96642
                 277,          0.03009,          0.00795,          0.97466
                 278,          0.03588,          0.00947,          0.97097
                 279,          0.02965,          0.00784,          0.97483
                 280,          0.03313,          0.00880,          0.97159
                 281,          0.03500,          0.00929,          0.96252
                 282,          0.02929,          0.00771,          0.92742
                 283,          0.03228,          0.00857,          0.95995
                 284,          0.03516,          0.00930,          0.92424
                 285,          0.03013,          0.00783,          0.96647
                 286,          0.03184,          0.00850,          0.94640
                 287,          0.03229,          0.00848,          0.97313
                 288,          0.02960,          0.00781,          0.97725
                 289,          0.03480,          0.00919,          0.96366
                 290,          0.03742,          0.00995,          0.93662
                 291,          0.03219,          0.00852,          0.93597
                 292,          0.03666,          0.00969,          0.93047
                 293,          0.02756,          0.00702,          0.95528
                 294,          0.03371,          0.00908,          0.96743
                 295,          0.02717,          0.00713,          0.95166
                 296,          0.03697,          0.00978,          0.94598
                 297,          0.03307,          0.00872,          0.94506
                 298,          0.03440,          0.00904,          0.94892
                 299,          0.02844,          0.00743,          0.93784
                 300,          0.03244,          0.00866,          0.92513
                 301,          0.02798,          0.00739,          0.91665
                 302,          0.02718,          0.00702,          0.92990
                 303,          0.03517,          0.00929,          0.93026
                 304,          0.03350,          0.00902,          0.92950
                 305,          0.02968,          0.00782,          0.91139
                 306,          0.02927,          0.00761,          0.86978
                 307,          0.03224,          0.00837,          0.93357
                 308,          0.03164,          0.00820,          0.94149
                 309,          0.03439,          0.00919,          0.89483
                 310,          0.03347,          0.00890,          0.89387
                 311,          0.03203,          0.00852,          0.89057
                 312,          0.03294,          0.00882,          0.92769
                 313,          0.03327,          0.00885,          0.95075
                 314,          0.03036,          0.00799,          0.92073
                 315,          0.02854,          0.00750,          0.94642
                 316,          0.02973,          0.00786,          0.93729
                 317,          0.03609,          0.00957,          0.93928
                 318,          0.03450,          0.00911,          0.94135
                 319,          0.03006,          0.00803,          0.93773
                 320,          0.02781,          0.00726,          0.94246
                 321,          0.03050,          0.00817,          0.93259
                 322,          0.03574,          0.00952,          0.91212
                 323,          0.03387,          0.00894,          0.89536
                 324,          0.02991,          0.00793,          0.91334
                 325,          0.02363,          0.00603,          0.94149
                 326,          0.02772,          0.00729,          0.95468
                 327,          0.02621,          0.00680,          0.87045
                 328,          0.03259,          0.00869,          0.90983
                 329,          0.03409,          0.00894,          0.88085
                 330,          0.03053,          0.00800,          0.90172
                 331,          0.03472,          0.00909,          0.90781
                 332,          0.03791,          0.00999,          0.88542
                 333,          0.03178,          0.00851,          0.82189
                 334,          0.03448,          0.00917,          0.80011
                 335,          0.03469,          0.00922,          0.83051
                 336,          0.03587,          0.00938,          0.88221
                 337,          0.03134,          0.00820,          0.88302
                 338,          0.03171,          0.00833,          0.92975
                 339,          0.02990,          0.00798,          0.92041
                 340,          0.03158,          0.00836,          0.89454
                 341,          0.03171,          0.00834,          0.86348
                 342,          0.03387,          0.00893,          0.86697
                 343,          0.02862,          0.00753,          0.88806
                 344,          0.02821,          0.00750,          0.88308
                 345,          0.02754,          0.00734,          0.86816
                 346,          0.03288,          0.00870,          0.88855
                 347,          0.02900,          0.00744,          0.85851
                 348,          0.03039,          0.00788,          0.85882
                 349,          0.03229,          0.00848,          0.91275
                 350,          0.03143,          0.00829,          0.89867
                 351,          0.02953,          0.00786,          0.86585
                 352,          0.02987,          0.00792,          0.81551
                 353,          0.03107,          0.00815,          0.83197
                 354,          0.03443,          0.00923,          0.84380
                 355,          0.02581,          0.00681,          0.82983
                 356,          0.03598,          0.00965,          0.89754
                 357,          0.03350,          0.00867,          0.87219
                 358,          0.03479,          0.00912,          0.82694
                 359,          0.03069,          0.00817,          0.82278
                 360,          0.02741,          0.00722,          0.81047
                 361,          0.02937,          0.00779,          0.84760
                 362,          0.02903,          0.00764,          0.85195
                 363,          0.03380,          0.00896,          0.84996
                 364,          0.02564,          0.00668,          0.83416
                 365,          0.02903,          0.00774,          0.84230
                 366,          0.02467,          0.00647,          0.78357
                 367,          0.03216,          0.00859,          0.82614
                 368,          0.03406,          0.00891,          0.81606
                 369,          0.03383,          0.00901,          0.81742
                 370,          0.03016,          0.00788,          0.84205
                 371,          0.03418,          0.00919,          0.81930
                 372,          0.02627,          0.00690,          0.79463
                 373,          0.03087,          0.00815,          0.83633
                 374,          0.03226,          0.00848,          0.82017
                 375,          0.02624,          0.00695,          0.79817
                 376,          0.03292,          0.00874,          0.82016
                 377,          0.03206,          0.00861,          0.83740
                 378,          0.03175,          0.00837,          0.82609
                 379,          0.02808,          0.00734,          0.77867
                 380,          0.02772,          0.00738,          0.80990
                 381,          0.03379,          0.00879,          0.80869
                 382,          0.03197,          0.00847,          0.76087
                 383,          0.02842,          0.00759,          0.76406
                 384,          0.02852,          0.00738,          0.83044
                 385,          0.02934,          0.00780,          0.83172
                 386,          0.03461,          0.00945,          0.77567
                 387,          0.03229,          0.00852,          0.68726
                 388,          0.03480,          0.00920,          0.70410
                 389,          0.02873,          0.00749,          0.76796
                 390,          0.03020,          0.00814,          0.79338
                 391,          0.03245,          0.00882,          0.74696
                 392,          0.02647,          0.00700,          0.73424
                 393,          0.02706,          0.00704,          0.75021
                 394,          0.03183,          0.00842,          0.76381
                 395,          0.02857,          0.00754,          0.77073
                 396,          0.03005,          0.00800,          0.74600
                 397,          0.03131,          0.00817,          0.71671
                 398,          0.02980,          0.00793,          0.70904
                 399,          0.03005,          0.00792,          0.73172
                 400,          0.02600,          0.00691,          0.72172
                 401,          0.03120,          0.00832,          0.74716
                 402,          0.04001,          0.01079,          0.66809
                 403,          0.03561,          0.00955,          0.67365
                 404,          0.03180,          0.00831,          0.74839
                 405,          0.02864,          0.00744,          0.78022
                 406,          0.02932,          0.00772,          0.78628
                 407,          0.02998,          0.00812,          0.66317
                 408,          0.03300,          0.00867,          0.62006
                 409,          0.03063,          0.00809,          0.60307
                 410,          0.02780,          0.00727,          0.66558
                 411,          0.03344,          0.00893,          0.68326
                 412,          0.03088,          0.00823,          0.69907
                 413,          0.03404,          0.00893,          0.65247
                 414,          0.02913,          0.00768,          0.63070
                 415,          0.02968,          0.00789,          0.66579
                 416,          0.02772,          0.00735,          0.73042
                 417,          0.03565,          0.00966,          0.69860
                 418,          0.03076,          0.00818,          0.64331
                 419,          0.02743,          0.00719,          0.58515
                 420,          0.03212,          0.00852,          0.66861
                 421,          0.03025,          0.00796,          0.69580
                 422,          0.03264,          0.00867,          0.71856
                 423,          0.03524,          0.00941,          0.66196
                 424,          0.03060,          0.00814,          0.63204
                 425,          0.03081,          0.00818,          0.64382
                 426,          0.03483,          0.00914,          0.68005
                 427,          0.03737,          0.00996,          0.67826
                 428,          0.03100,          0.00808,          0.69718
                 429,          0.02890,          0.00777,          0.71016
                 430,          0.02970,          0.00783,          0.65641
                 431,          0.02952,          0.00779,          0.64634
                 432,          0.03256,          0.00860,          0.59986
                 433,          0.03008,          0.00810,          0.58449
                 434,          0.03521,          0.00936,          0.61158
                 435,          0.03005,          0.00796,          0.64768
                 436,          0.03129,          0.00831,          0.65386
                 437,          0.03036,          0.00814,          0.63914
                 438,          0.03412,          0.00915,          0.56443
                 439,          0.03240,          0.00849,          0.52259
                 440,          0.03332,          0.00905,          0.54453
                 441,          0.03034,          0.00815,          0.59066
                 442,          0.03047,          0.00803,          0.63211
                 443,          0.02851,          0.00757,          0.61048
                 444,          0.02926,          0.00778,          0.57207
                 445,          0.03296,          0.00869,          0.52186
                 446,          0.03055,          0.00803,          0.50717
                 447,          0.03465,          0.00899,          0.50296
                 448,          0.03350,          0.00886,          0.57812
                 449,          0.02583,          0.00670,          0.64484
                 450,          0.02867,          0.00760,          0.62182
                 451,          0.02872,          0.00751,          0.54307
                 452,          0.02883,          0.00769,          0.48997
                 453,          0.03017,          0.00791,          0.48813
                 454,          0.02715,          0.00706,          0.52073
                 455,          0.02884,          0.00757,          0.54682
                 456,          0.03362,          0.00897,          0.53107
                 457,          0.03255,          0.00858,          0.48347
                 458,          0.03116,          0.00829,          0.49401
                 459,          0.03179,          0.00842,          0.49768
                 460,          0.03145,          0.00827,          0.52138
                 461,          0.02983,          0.00795,          0.53452
                 462,          0.02617,          0.00682,          0.53677
                 463,          0.03316,          0.00873,          0.51775
                 464,          0.02970,          0.00792,          0.49397
                 465,          0.03205,          0.00851,          0.47901
                 466,          0.03246,          0.00853,          0.48263
                 467,          0.03107,          0.00816,          0.52922
                 468,          0.02832,          0.00750,          0.52994
                 469,          0.02910,          0.00770,          0.52317
                 470,          0.02949,          0.00783,          0.47169
                 471,          0.02936,          0.00756,          0.45492
                 472,          0.03092,          0.00813,          0.46114
                 473,          0.03312,          0.00873,          0.47474
                 474,          0.02655,          0.00687,          0.49273
                 475,          0.02798,          0.00741,          0.52090
                 476,          0.02922,          0.00783,          0.47967
                 477,          0.03186,          0.00844,          0.44062
                 478,          0.03237,          0.00855,          0.41432
                 479,          0.02811,          0.00743,          0.43847
                 480,          0.03015,          0.00787,          0.51509
                 481,          0.02654,          0.00702,          0.54547
                 482,          0.03183,          0.00850,          0.51450
                 483,          0.03439,          0.00916,          0.43038
                 484,          0.02665,          0.00693,          0.38064
                 485,          0.03145,          0.00833,          0.42207
                 486,          0.03075,          0.00802,          0.46811
                 487,          0.03230,          0.00864,          0.45271
                 488,          0.02873,          0.00752,          0.45347
                 489,          0.02717,          0.00705,          0.43730
                 490,          0.03080,          0.00811,          0.43414
                 491,          0.02978,          0.00803,          0.44302
                 492,          0.03684,          0.00987,          0.38743
                 493,          0.02703,          0.00712,          0.36555
                 494,          0.03101,          0.00812,          0.40961
                 495,          0.03278,          0.00867,          0.42914
                 496,          0.03357,          0.00900,          0.39651
                 497,          0.03310,          0.00877,          0.35970
                 498,          0.02671,          0.00700,          0.36664
                 499,          0.02645,          0.00693,          0.41592
                 500,          0.02783,          0.00723,          0.45043
                 501,          0.02941,          0.00779,          0.47948
                 502,          0.03036,          0.00809,          0.42911
                 503,          0.03050,          0.00800,          0.39225
                 504,          0.03014,          0.00801,          0.37889
                 505,          0.03092,          0.00818,          0.39183
                 506,          0.03002,          0.00791,          0.39736
                 507,          0.03113,          0.00821,          0.42659
                 508,          0.02753,          0.00731,          0.42203
                 509,          0.02794,          0.00731,          0.42008
                 510,          0.02994,          0.00787,          0.38221
                 511,          0.02783,          0.00732,          0.38127
                 512,          0.02752,          0.00737,          0.41404
                 513,          0.02723,          0.00734,          0.38092
                 514,          0.02891,          0.00768,          0.39144
                 515,          0.02595,          0.00679,          0.37654
                 516,          0.02529,          0.00661,          0.37592
                 517,          0.03003,          0.00792,          0.38782
                 518,          0.03038,          0.00809,          0.33450
                 519,          0.02792,          0.00739,          0.32511
                 520,          0.03468,          0.00927,          0.34874
                 521,          0.03369,          0.00883,          0.32768
                 522,          0.03182,          0.00845,          0.33242
                 523,          0.02829,          0.00741,          0.35205
                 524,          0.02928,          0.00764,          0.37186
                 525,          0.02855,          0.00762,          0.34008
                 526,          0.03032,          0.00801,          0.33779
                 527,          0.02520,          0.00648,          0.35614
                 528,          0.02908,          0.00773,          0.33978
                 529,          0.02998,          0.00793,          0.33336
                 530,          0.03738,          0.00979,          0.30719
                 531,          0.02669,          0.00705,          0.35757
                 532,          0.02763,          0.00732,          0.36634
                 533,          0.03210,          0.00855,          0.33354
                 534,          0.02749,          0.00730,          0.32042
                 535,          0.03584,          0.00952,          0.30497
                 536,          0.02844,          0.00743,          0.34029
                 537,          0.03261,          0.00856,          0.33584
                 538,          0.03427,          0.00902,          0.29546
                 539,          0.03033,          0.00801,          0.28476
                 540,          0.02716,          0.00717,          0.30165
                 541,          0.03024,          0.00806,          0.33907
                 542,          0.02673,          0.00706,          0.31931
                 543,          0.03041,          0.00798,          0.30503
                 544,          0.02756,          0.00707,          0.28284
                 545,          0.02955,          0.00778,          0.27609
                 546,          0.02771,          0.00731,          0.29638
                 547,          0.02941,          0.00785,          0.29586
                 548,          0.03173,          0.00841,          0.29020
                 549,          0.02615,          0.00698,          0.29032
                 550,          0.02958,          0.00781,          0.29690
                 551,          0.03049,          0.00802,          0.30062
                 552,          0.03141,          0.00843,          0.26564
                 553,          0.03094,          0.00814,          0.25523
                 554,          0.03075,          0.00812,          0.28141
                 555,          0.03209,          0.00846,          0.30759
                 556,          0.02961,          0.00792,          0.29931
                 557,          0.03039,          0.00804,          0.29295
                 558,          0.03204,          0.00844,          0.28579
                 559,          0.02836,          0.00750,          0.28307
                 560,          0.02836,          0.00751,          0.29588
                 561,          0.03342,          0.00900,          0.25050
                 562,          0.03012,          0.00786,          0.25545
                 563,          0.02875,          0.00770,          0.24827
                 564,          0.03189,          0.00824,          0.25691
                 565,          0.02920,          0.00766,          0.29919
                 566,          0.02867,          0.00750,          0.30701
                 567,          0.03023,          0.00805,          0.26198
                 568,          0.02967,          0.00778,          0.23779
                 569,          0.02971,          0.00785,          0.22848
                 570,          0.02793,          0.00737,          0.27401
                 571,          0.02487,          0.00653,          0.30850
                 572,          0.03455,          0.00937,          0.24925
                 573,          0.03018,          0.00796,          0.20957
                 574,          0.02805,          0.00741,          0.21971
                 575,          0.03034,          0.00806,          0.23886
                 576,          0.02873,          0.00769,          0.25826
                 577,          0.03629,          0.00970,          0.20769
                 578,          0.02876,          0.00765,          0.18600
                 579,          0.03354,          0.00887,          0.21302
                 580,          0.03039,          0.00813,          0.25088
                 581,          0.02920,          0.00777,          0.28873
                 582,          0.02929,          0.00783,          0.26919
                 583,          0.03419,          0.00915,          0.21983
                 584,          0.02736,          0.00713,          0.22675
                 585,          0.02869,          0.00759,          0.23994
                 586,          0.03329,          0.00881,          0.26999
                 587,          0.02753,          0.00726,          0.25340
                 588,          0.02710,          0.00727,          0.21389
                 589,          0.03179,          0.00837,          0.20335
                 590,          0.02981,          0.00786,          0.20113
                 591,          0.02891,          0.00763,          0.21716
                 592,          0.02777,          0.00732,          0.25831
                 593,          0.02960,          0.00786,          0.24446
                 594,          0.02765,          0.00732,          0.22904
                 595,          0.02916,          0.00764,          0.21719
                 596,          0.02641,          0.00684,          0.22076
                 597,          0.03126,          0.00822,          0.22426
                 598,          0.02626,          0.00700,          0.19257
                 599,          0.02881,          0.00760,          0.20557
                 600,          0.02317,          0.00610,          0.21552
