# TRAINING ITERATION,         BCE_LOSS,         MSE_LOSS,     JACCARD_LOSS
                 195,          0.06486,          0.01727,          0.99671
                 196,          0.05415,          0.01384,          0.96382
                 197,          0.05366,          0.01387,          0.98026
                 198,          0.05363,          0.01396,          0.97697
                 199,          0.05842,          0.01540,          1.00000
                 200,          0.05338,          0.01382,          0.99013
                 201,          0.05784,          0.01511,          0.98026
                 202,          0.05391,          0.01389,          0.99671
                 203,          0.05915,          0.01539,          0.97039
                 204,          0.06484,          0.01696,          1.00000
                 205,          0.06593,          0.01742,          1.00000
                 206,          0.06648,          0.01766,          0.99342
                 207,          0.06048,          0.01570,          0.99999
                 208,          0.07211,          0.01877,          1.00000
                 209,          0.06106,          0.01571,          0.99671
                 210,          0.05957,          0.01521,          1.00000
                 211,          0.06046,          0.01584,          1.00000
                 212,          0.05682,          0.01463,          0.99342
                 213,          0.05862,          0.01521,          1.00000
                 214,          0.05545,          0.01441,          1.00000
                 215,          0.05830,          0.01531,          0.99671
                 216,          0.06329,          0.01661,          1.00000
                 217,          0.05893,          0.01519,          1.00000
                 218,          0.05322,          0.01355,          0.93750
                 219,          0.05781,          0.01517,          1.00000
                 220,          0.05184,          0.01332,          0.98026
                 221,          0.05790,          0.01492,          0.99671
                 222,          0.06148,          0.01611,          0.99999
                 223,          0.05991,          0.01580,          0.97038
                 224,          0.05510,          0.01442,          0.97368
                 225,          0.05685,          0.01484,          1.00000
                 226,          0.05279,          0.01324,          0.99013
                 227,          0.05828,          0.01557,          0.99342
                 228,          0.05251,          0.01347,          0.99671
                 229,          0.05898,          0.01540,          1.00000
                 230,          0.05456,          0.01382,          1.00000
                 231,          0.05724,          0.01481,          0.99013
                 232,          0.06504,          0.01719,          1.00000
                 233,          0.06003,          0.01568,          0.99013
                 234,          0.05758,          0.01495,          0.95724
                 235,          0.05727,          0.01491,          0.98682
                 236,          0.05748,          0.01508,          0.99010
                 237,          0.05189,          0.01337,          0.99334
                 238,          0.05716,          0.01504,          0.99999
                 239,          0.05842,          0.01523,          0.99996
                 240,          0.05421,          0.01394,          0.99013
                 241,          0.06159,          0.01629,          0.99013
                 242,          0.06304,          0.01653,          1.00000
                 243,          0.05624,          0.01466,          0.98352
                 244,          0.05443,          0.01421,          0.94408
                 245,          0.05575,          0.01465,          0.99974
                 246,          0.06787,          0.01804,          0.99995
                 247,          0.05836,          0.01518,          0.99011
                 248,          0.05997,          0.01567,          0.99299
                 249,          0.05554,          0.01422,          0.97360
                 250,          0.05509,          0.01436,          0.99905
                 251,          0.05660,          0.01491,          0.99661
                 252,          0.05634,          0.01497,          1.00000
                 253,          0.05564,          0.01444,          1.00000
                 254,          0.05563,          0.01430,          0.99012
                 255,          0.05772,          0.01513,          0.99342
                 256,          0.05713,          0.01467,          0.98334
                 257,          0.06427,          0.01716,          0.96016
                 258,          0.05898,          0.01553,          0.99312
                 259,          0.05396,          0.01404,          0.98307
                 260,          0.05564,          0.01433,          0.99256
                 261,          0.05810,          0.01517,          0.99628
                 262,          0.05109,          0.01309,          0.98308
                 263,          0.06259,          0.01668,          0.99952
                 264,          0.05517,          0.01420,          0.99974
                 265,          0.06212,          0.01624,          0.99618
                 266,          0.05854,          0.01513,          0.99285
                 267,          0.05671,          0.01467,          0.99975
                 268,          0.05393,          0.01392,          0.97988
                 269,          0.05065,          0.01283,          0.97646
                 270,          0.06191,          0.01654,          0.99943
                 271,          0.06231,          0.01649,          0.97017
                 272,          0.05822,          0.01532,          0.97993
                 273,          0.05829,          0.01514,          0.98310
                 274,          0.05261,          0.01378,          0.99317
                 275,          0.05460,          0.01427,          0.99617
                 276,          0.06449,          0.01701,          0.99590
                 277,          0.05053,          0.01304,          0.95334
                 278,          0.05592,          0.01471,          0.99962
                 279,          0.05746,          0.01500,          0.99618
                 280,          0.05619,          0.01438,          0.98284
                 281,          0.05316,          0.01361,          0.99594
                 282,          0.05151,          0.01329,          0.97639
                 283,          0.05693,          0.01502,          0.96902
                 284,          0.05601,          0.01495,          0.99236
                 285,          0.05823,          0.01530,          0.99503
                 286,          0.05453,          0.01427,          0.95005
                 287,          0.05285,          0.01384,          0.99277
                 288,          0.05021,          0.01279,          0.97220
                 289,          0.06296,          0.01647,          0.99930
                 290,          0.06194,          0.01616,          0.99861
                 291,          0.05534,          0.01444,          0.99703
                 292,          0.05450,          0.01410,          0.99352
                 293,          0.05124,          0.01312,          0.94582
                 294,          0.05031,          0.01297,          0.92790
                 295,          0.05746,          0.01521,          0.99365
                 296,          0.05825,          0.01539,          0.99669
                 297,          0.05505,          0.01431,          0.99807
                 298,          0.05116,          0.01285,          0.96038
                 299,          0.05841,          0.01524,          0.99534
                 300,          0.04885,          0.01243,          0.98350
                 301,          0.06618,          0.01751,          0.99695
                 302,          0.05267,          0.01367,          0.95728
                 303,          0.05907,          0.01535,          0.99423
                 304,          0.05755,          0.01506,          0.99495
                 305,          0.05285,          0.01364,          0.98627
                 306,          0.05587,          0.01452,          0.98304
                 307,          0.05781,          0.01503,          0.99151
                 308,          0.05508,          0.01439,          0.99140
                 309,          0.05742,          0.01502,          0.99480
                 310,          0.05672,          0.01474,          0.99398
                 311,          0.05495,          0.01418,          0.99487
                 312,          0.06256,          0.01612,          0.99155
                 313,          0.06035,          0.01567,          0.99102
                 314,          0.05804,          0.01507,          0.99220
                 315,          0.05638,          0.01474,          0.97596
                 316,          0.05825,          0.01524,          0.98968
                 317,          0.05445,          0.01395,          0.98220
                 318,          0.06135,          0.01606,          0.97120
                 319,          0.05358,          0.01371,          0.97150
                 320,          0.05198,          0.01335,          0.98662
                 321,          0.05807,          0.01534,          0.97328
                 322,          0.05841,          0.01513,          0.98886
                 323,          0.04903,          0.01250,          0.98563
                 324,          0.05395,          0.01390,          0.98506
                 325,          0.05117,          0.01324,          0.97935
                 326,          0.05761,          0.01524,          0.98501
                 327,          0.05538,          0.01464,          0.97900
                 328,          0.05493,          0.01439,          0.98571
                 329,          0.05301,          0.01385,          0.93790
                 330,          0.05862,          0.01558,          0.96441
                 331,          0.05464,          0.01431,          0.97254
                 332,          0.05381,          0.01393,          0.97775
                 333,          0.05317,          0.01353,          0.98362
                 334,          0.04932,          0.01253,          0.97599
                 335,          0.05366,          0.01401,          0.98411
                 336,          0.05794,          0.01542,          0.98572
                 337,          0.05754,          0.01488,          0.98211
                 338,          0.05770,          0.01507,          0.96208
                 339,          0.05132,          0.01324,          0.97693
                 340,          0.05080,          0.01314,          0.94068
                 341,          0.05056,          0.01322,          0.95790
                 342,          0.06110,          0.01639,          0.97782
                 343,          0.05286,          0.01367,          0.97312
                 344,          0.05683,          0.01494,          0.97101
                 345,          0.05793,          0.01518,          0.97245
                 346,          0.05697,          0.01472,          0.93729
                 347,          0.05055,          0.01295,          0.97360
                 348,          0.05153,          0.01316,          0.94497
                 349,          0.06199,          0.01659,          0.97479
                 350,          0.05792,          0.01537,          0.96071
                 351,          0.05895,          0.01525,          0.96390
                 352,          0.05760,          0.01517,          0.95653
                 353,          0.05964,          0.01558,          0.95919
                 354,          0.05827,          0.01502,          0.95669
                 355,          0.05088,          0.01315,          0.95644
                 356,          0.05394,          0.01424,          0.95653
                 357,          0.05137,          0.01348,          0.96362
                 358,          0.05699,          0.01501,          0.89673
                 359,          0.06101,          0.01615,          0.94965
                 360,          0.05647,          0.01500,          0.93987
                 361,          0.05397,          0.01396,          0.93549
                 362,          0.05783,          0.01494,          0.93610
                 363,          0.06283,          0.01633,          0.92812
                 364,          0.05641,          0.01453,          0.92786
                 365,          0.05397,          0.01424,          0.92568
                 366,          0.05892,          0.01541,          0.91340
                 367,          0.05636,          0.01475,          0.90272
                 368,          0.05279,          0.01357,          0.87701
                 369,          0.05644,          0.01464,          0.88775
                 370,          0.05182,          0.01343,          0.93087
                 371,          0.05595,          0.01457,          0.93538
                 372,          0.05179,          0.01334,          0.93659
                 373,          0.04941,          0.01274,          0.93221
                 374,          0.05963,          0.01573,          0.89489
                 375,          0.06521,          0.01712,          0.90656
                 376,          0.05189,          0.01317,          0.87785
                 377,          0.05113,          0.01312,          0.88881
                 378,          0.05489,          0.01429,          0.89650
                 379,          0.05130,          0.01325,          0.91953
                 380,          0.07256,          0.01944,          0.89817
                 381,          0.05803,          0.01548,          0.89986
                 382,          0.05224,          0.01338,          0.88803
                 383,          0.05123,          0.01317,          0.85602
                 384,          0.05258,          0.01357,          0.89297
                 385,          0.05057,          0.01295,          0.90754
                 386,          0.05549,          0.01448,          0.90877
                 387,          0.06186,          0.01624,          0.89979
                 388,          0.05785,          0.01506,          0.87923
                 389,          0.05524,          0.01424,          0.83271
                 390,          0.05781,          0.01496,          0.86028
                 391,          0.06062,          0.01577,          0.85441
                 392,          0.05257,          0.01350,          0.85430
                 393,          0.04991,          0.01283,          0.88941
                 394,          0.04902,          0.01256,          0.90296
                 395,          0.05883,          0.01558,          0.90344
                 396,          0.05297,          0.01373,          0.88655
                 397,          0.05043,          0.01301,          0.87141
                 398,          0.05565,          0.01436,          0.89282
                 399,          0.05324,          0.01402,          0.87679
                 400,          0.04947,          0.01287,          0.88376
                 401,          0.05217,          0.01359,          0.85796
                 402,          0.05341,          0.01402,          0.83516
                 403,          0.05718,          0.01506,          0.86267
                 404,          0.05061,          0.01314,          0.84716
                 405,          0.05066,          0.01322,          0.84520
                 406,          0.05026,          0.01286,          0.85728
                 407,          0.05077,          0.01308,          0.86540
                 408,          0.05166,          0.01350,          0.87668
                 409,          0.05864,          0.01542,          0.87805
                 410,          0.05126,          0.01351,          0.81933
                 411,          0.05374,          0.01387,          0.81696
                 412,          0.06015,          0.01588,          0.77867
                 413,          0.05487,          0.01434,          0.76363
                 414,          0.05869,          0.01537,          0.75842
                 415,          0.05197,          0.01339,          0.77887
                 416,          0.06046,          0.01600,          0.78736
                 417,          0.05296,          0.01377,          0.81126
                 418,          0.06007,          0.01576,          0.80983
                 419,          0.05464,          0.01439,          0.81846
                 420,          0.06374,          0.01648,          0.78143
                 421,          0.04914,          0.01275,          0.79309
                 422,          0.05544,          0.01451,          0.80722
                 423,          0.06096,          0.01608,          0.76288
                 424,          0.05790,          0.01520,          0.75744
                 425,          0.05724,          0.01484,          0.68904
                 426,          0.05242,          0.01362,          0.73284
                 427,          0.06207,          0.01618,          0.72868
                 428,          0.05174,          0.01336,          0.74697
                 429,          0.04546,          0.01142,          0.77800
                 430,          0.06127,          0.01640,          0.77378
                 431,          0.06736,          0.01786,          0.73536
                 432,          0.05218,          0.01329,          0.70096
                 433,          0.05292,          0.01363,          0.75400
                 434,          0.05104,          0.01310,          0.79335
                 435,          0.05013,          0.01291,          0.80283
                 436,          0.06007,          0.01617,          0.77211
                 437,          0.05992,          0.01601,          0.68104
                 438,          0.05091,          0.01316,          0.60640
                 439,          0.04833,          0.01224,          0.61284
                 440,          0.05228,          0.01341,          0.65552
                 441,          0.05180,          0.01321,          0.70607
                 442,          0.04892,          0.01269,          0.77006
                 443,          0.05556,          0.01495,          0.77872
                 444,          0.06470,          0.01721,          0.72227
                 445,          0.05237,          0.01365,          0.66385
                 446,          0.05936,          0.01545,          0.62882
                 447,          0.05494,          0.01426,          0.61256
                 448,          0.05260,          0.01377,          0.61076
                 449,          0.05292,          0.01367,          0.66012
                 450,          0.06536,          0.01749,          0.64187
                 451,          0.05146,          0.01353,          0.62363
                 452,          0.04890,          0.01260,          0.61892
                 453,          0.04905,          0.01257,          0.60783
                 454,          0.05093,          0.01301,          0.60804
                 455,          0.05143,          0.01319,          0.62036
                 456,          0.05588,          0.01463,          0.62286
                 457,          0.06247,          0.01647,          0.62003
                 458,          0.04609,          0.01176,          0.59538
                 459,          0.05357,          0.01365,          0.61826
                 460,          0.05735,          0.01508,          0.59749
                 461,          0.04914,          0.01263,          0.56844
                 462,          0.04830,          0.01253,          0.60048
                 463,          0.05461,          0.01417,          0.58783
                 464,          0.05487,          0.01417,          0.58847
                 465,          0.05442,          0.01418,          0.58757
                 466,          0.04914,          0.01255,          0.60114
                 467,          0.05205,          0.01358,          0.60274
                 468,          0.05825,          0.01508,          0.58839
                 469,          0.05492,          0.01428,          0.56053
                 470,          0.04886,          0.01280,          0.55797
                 471,          0.05614,          0.01475,          0.57696
                 472,          0.05418,          0.01401,          0.55359
                 473,          0.05009,          0.01291,          0.58730
                 474,          0.05419,          0.01407,          0.58539
                 475,          0.05248,          0.01374,          0.56848
                 476,          0.05761,          0.01524,          0.57178
                 477,          0.05388,          0.01391,          0.57134
                 478,          0.04994,          0.01288,          0.55356
                 479,          0.05377,          0.01406,          0.57079
                 480,          0.05514,          0.01429,          0.54233
                 481,          0.05175,          0.01347,          0.54639
                 482,          0.05208,          0.01348,          0.53447
                 483,          0.04850,          0.01253,          0.55105
                 484,          0.05167,          0.01338,          0.56677
                 485,          0.05051,          0.01323,          0.57871
                 486,          0.05412,          0.01393,          0.57358
                 487,          0.05208,          0.01365,          0.53179
                 488,          0.05089,          0.01311,          0.51160
                 489,          0.05154,          0.01339,          0.50571
                 490,          0.04939,          0.01259,          0.50658
                 491,          0.05256,          0.01367,          0.52497
                 492,          0.05038,          0.01304,          0.54670
                 493,          0.05630,          0.01477,          0.53540
                 494,          0.05272,          0.01392,          0.50467
                 495,          0.05491,          0.01423,          0.48595
                 496,          0.05576,          0.01484,          0.49051
                 497,          0.05392,          0.01394,          0.50592
                 498,          0.05675,          0.01459,          0.46924
                 499,          0.05399,          0.01411,          0.52185
                 500,          0.05106,          0.01314,          0.51348
                 501,          0.05719,          0.01517,          0.48965
                 502,          0.05242,          0.01367,          0.47379
                 503,          0.05297,          0.01382,          0.48711
                 504,          0.05083,          0.01294,          0.51789
                 505,          0.05319,          0.01393,          0.51973
                 506,          0.05029,          0.01313,          0.51611
                 507,          0.05385,          0.01398,          0.46570
                 508,          0.05432,          0.01383,          0.45408
                 509,          0.05687,          0.01473,          0.40863
                 510,          0.05213,          0.01361,          0.42362
                 511,          0.05476,          0.01424,          0.42634
                 512,          0.05380,          0.01375,          0.46280
                 513,          0.05302,          0.01385,          0.44878
                 514,          0.06142,          0.01619,          0.41047
                 515,          0.05547,          0.01431,          0.38562
                 516,          0.05364,          0.01402,          0.37677
                 517,          0.05316,          0.01389,          0.40523
                 518,          0.05470,          0.01427,          0.45159
                 519,          0.05974,          0.01562,          0.44401
                 520,          0.05828,          0.01560,          0.38670
                 521,          0.05336,          0.01411,          0.34704
                 522,          0.04840,          0.01238,          0.34344
                 523,          0.05244,          0.01365,          0.39029
                 524,          0.05067,          0.01314,          0.40804
                 525,          0.05158,          0.01316,          0.45353
                 526,          0.05284,          0.01386,          0.43455
                 527,          0.04808,          0.01215,          0.43456
                 528,          0.04668,          0.01185,          0.44057
                 529,          0.04392,          0.01154,          0.41642
                 530,          0.05181,          0.01344,          0.40695
                 531,          0.05389,          0.01386,          0.37683
                 532,          0.05112,          0.01321,          0.36720
                 533,          0.05409,          0.01382,          0.37307
                 534,          0.05480,          0.01425,          0.35932
                 535,          0.05498,          0.01450,          0.35773
                 536,          0.05236,          0.01358,          0.38140
                 537,          0.05366,          0.01396,          0.36218
                 538,          0.05631,          0.01447,          0.36237
                 539,          0.05476,          0.01401,          0.34982
                 540,          0.05310,          0.01377,          0.35680
                 541,          0.05165,          0.01330,          0.36027
                 542,          0.05346,          0.01410,          0.36145
                 543,          0.04557,          0.01141,          0.40188
                 544,          0.05410,          0.01415,          0.40172
                 545,          0.04658,          0.01195,          0.42572
                 546,          0.05735,          0.01497,          0.39014
                 547,          0.04909,          0.01273,          0.37101
                 548,          0.06110,          0.01562,          0.34716
                 549,          0.04828,          0.01254,          0.35434
                 550,          0.05377,          0.01406,          0.38355
                 551,          0.05173,          0.01350,          0.36958
                 552,          0.05786,          0.01487,          0.36413
                 553,          0.05601,          0.01464,          0.33111
                 554,          0.05556,          0.01433,          0.34368
                 555,          0.05713,          0.01478,          0.35832
                 556,          0.05519,          0.01439,          0.35134
                 557,          0.05190,          0.01360,          0.35968
                 558,          0.05350,          0.01373,          0.37039
                 559,          0.04456,          0.01117,          0.39642
                 560,          0.04968,          0.01277,          0.37458
                 561,          0.04977,          0.01304,          0.37615
                 562,          0.05535,          0.01435,          0.34933
                 563,          0.05269,          0.01379,          0.34747
                 564,          0.04474,          0.01147,          0.37851
                 565,          0.05467,          0.01418,          0.39079
                 566,          0.05161,          0.01356,          0.37468
                 567,          0.05355,          0.01386,          0.32211
                 568,          0.04981,          0.01287,          0.31549
                 569,          0.05501,          0.01432,          0.29830
                 570,          0.05170,          0.01347,          0.33280
                 571,          0.05581,          0.01444,          0.36988
                 572,          0.05070,          0.01325,          0.35125
                 573,          0.05566,          0.01482,          0.32235
                 574,          0.06000,          0.01579,          0.30093
                 575,          0.04974,          0.01286,          0.30003
                 576,          0.06171,          0.01608,          0.32313
                 577,          0.05097,          0.01325,          0.35542
                 578,          0.04904,          0.01274,          0.35288
                 579,          0.05657,          0.01468,          0.34981
                 580,          0.05364,          0.01412,          0.31880
                 581,          0.04593,          0.01169,          0.28570
                 582,          0.04982,          0.01279,          0.32347
                 583,          0.05120,          0.01341,          0.31349
                 584,          0.05590,          0.01437,          0.31918
                 585,          0.04511,          0.01153,          0.31949
                 586,          0.05289,          0.01359,          0.32203
                 587,          0.05309,          0.01378,          0.33798
                 588,          0.05103,          0.01305,          0.32586
                 589,          0.05451,          0.01423,          0.30121
                 590,          0.04827,          0.01229,          0.30833
                 591,          0.05482,          0.01421,          0.30360
                 592,          0.05383,          0.01395,          0.30555
                 593,          0.04762,          0.01217,          0.30434
                 594,          0.05516,          0.01428,          0.31456
                 595,          0.05065,          0.01305,          0.31384
                 596,          0.05438,          0.01417,          0.31954
                 597,          0.05062,          0.01295,          0.31070
                 598,          0.05038,          0.01308,          0.32570
                 599,          0.04615,          0.01177,          0.30980
                 600,          0.05313,          0.01389,          0.32050
