# TRAINING ITERATION,           G_LOSS,           D_LOSS,         MSE_LOSS,     JACCARD_LOSS
                  91,         -1.36295,        -15.29494,          0.12570,          1.00000
                  92,         -1.39742,        -17.81843,          0.13854,          1.00000
                  93,         -1.25694,        -19.57460,          0.13312,          0.96875
                  94,         -1.35507,        -15.78130,          0.13032,          0.96875
                  95,         -1.40708,        -15.88134,          0.13893,          0.96875
                  96,         -1.37837,        -23.39485,          0.13983,          1.00000
                  97,         -1.37691,        -38.57957,          0.13996,          1.00000
                  98,         -1.39463,        -11.05282,          0.13414,          1.00000
                  99,         -1.39602,        -15.23734,          0.13466,          0.93750
                 100,         -1.59926,        -17.82629,          0.14121,          1.00000
                 101,         -1.37971,        -14.38398,          0.13940,          1.00000
                 102,         -1.39481,        -25.34355,          0.13966,          1.00000
                 103,         -1.44496,        -18.57145,          0.14364,          1.00000
                 104,         -1.54910,        -21.15105,          0.13574,          1.00000
                 105,         -1.40079,        -24.91821,          0.13487,          0.96875
                 106,         -1.38756,        -20.40494,          0.13146,          0.96875
                 107,         -1.34457,        -10.31681,          0.12956,          1.00000
                 108,         -1.34701,        -16.49961,          0.14230,          1.00000
                 109,         -1.49707,        -16.23854,          0.14065,          1.00000
                 110,         -1.24927,        -16.73967,          0.14489,          1.00000
                 111,         -1.39457,        -17.37925,          0.13817,          1.00000
                 112,         -1.33654,        -13.39493,          0.13464,          1.00000
                 113,         -1.48571,        -18.71383,          0.12869,          0.93750
                 114,         -1.31407,        -23.27318,          0.13899,          1.00000
                 115,         -1.35515,        -23.92788,          0.13061,          0.96875
                 116,         -1.21488,        -19.94593,          0.12495,          1.00000
                 117,         -1.46587,        -16.19430,          0.13479,          1.00000
                 118,         -1.29969,        -13.40177,          0.14058,          1.00000
                 119,         -1.33438,        -11.87573,          0.13623,          1.00000
                 120,         -1.26759,        -13.67814,          0.13833,          1.00000
                 121,         -1.33960,        -14.29090,          0.14310,          1.00000
                 122,         -1.46240,        -25.04889,          0.12223,          0.96875
                 123,         -1.45534,        -11.34191,          0.13116,          0.96875
                 124,         -1.57123,        -16.45500,          0.13093,          0.96875
                 125,         -1.26316,        -14.94267,          0.13678,          1.00000
                 126,         -1.36556,        -13.22260,          0.12683,          1.00000
                 127,         -1.39683,        -10.48683,          0.13885,          1.00000
                 128,         -1.44721,        -16.15031,          0.12737,          0.90625
                 129,         -1.25555,         -9.88823,          0.13305,          0.96875
                 130,         -1.31762,        -14.40169,          0.13167,          1.00000
                 131,         -1.37731,        -21.85072,          0.12331,          0.96875
                 132,         -1.26904,        -13.60908,          0.13552,          1.00000
                 133,         -1.39651,        -10.10212,          0.13214,          0.96875
                 134,         -1.19403,        -13.04319,          0.13182,          1.00000
                 135,         -1.22576,        -12.95001,          0.12737,          1.00000
                 136,         -1.34995,        -11.57156,          0.14371,          1.00000
                 137,         -1.11119,        -11.56662,          0.13451,          0.96875
                 138,         -1.14013,         -7.34311,          0.13660,          0.96875
                 139,         -1.31730,        -13.38358,          0.14532,          1.00000
                 140,         -1.26368,         -9.75905,          0.13799,          1.00000
                 141,         -1.34023,        -10.05155,          0.13342,          0.96875
                 142,         -1.16473,        -10.55949,          0.13471,          1.00000
                 143,         -1.04134,         -9.74641,          0.14419,          1.00000
                 144,         -1.22210,        -13.86624,          0.14479,          1.00000
                 145,         -1.32235,         -7.54305,          0.14252,          1.00000
                 146,         -1.34344,         -8.46725,          0.13832,          1.00000
                 147,         -1.48508,         -9.87271,          0.13350,          1.00000
                 148,         -1.37776,         -9.30300,          0.13366,          1.00000
                 149,         -1.38441,        -13.99121,          0.13099,          0.96875
                 150,         -1.28354,         -7.26255,          0.13972,          1.00000
                 151,         -1.33794,        -11.40180,          0.13228,          0.96875
                 152,         -1.36638,         -7.06304,          0.12351,          0.96875
                 153,         -1.13886,         -7.68292,          0.12762,          1.00000
                 154,         -1.10551,        -10.34502,          0.12775,          1.00000
                 155,         -1.08712,         -5.50736,          0.13536,          1.00000
                 156,         -1.13667,         -6.87189,          0.13127,          1.00000
                 157,         -1.11269,         -6.17696,          0.13745,          0.96875
                 158,         -1.19999,        -10.99316,          0.12980,          0.96875
                 159,         -1.15486,         -5.60885,          0.12833,          1.00000
                 160,         -1.31654,         -5.53427,          0.13430,          1.00000
                 161,         -1.13917,         -5.73032,          0.12458,          1.00000
                 162,         -1.05974,         -9.37725,          0.13585,          1.00000
                 163,         -1.11674,         -7.66441,          0.13031,          1.00000
                 164,         -1.39732,         -5.46840,          0.12361,          0.96875
                 165,         -1.24470,        -11.49813,          0.12176,          1.00000
                 166,         -1.33775,         -8.86386,          0.13028,          0.96875
                 167,         -1.34982,         -6.48498,          0.12879,          1.00000
                 168,         -1.20508,         -7.43718,          0.12519,          1.00000
                 169,         -1.10762,         -6.04123,          0.12387,          0.96875
                 170,         -1.09618,         -6.13849,          0.11923,          1.00000
                 171,         -1.25035,         -5.77261,          0.12960,          1.00000
                 172,         -0.93207,         -7.15227,          0.12090,          1.00000
                 173,         -1.03130,         -4.62735,          0.12852,          1.00000
                 174,         -1.14014,         -9.98954,          0.13149,          1.00000
                 175,         -1.17964,         -4.88292,          0.12387,          1.00000
                 176,         -1.01909,         -6.36485,          0.12800,          0.96875
                 177,         -1.14072,         -6.68979,          0.12802,          0.99993
                 178,         -1.41814,         -4.68470,          0.12774,          0.99994
                 179,         -1.04245,         -7.66980,          0.12449,          1.00000
                 180,         -0.92220,         -5.50643,          0.13343,          1.00000
                 181,         -1.25244,         -3.52191,          0.12441,          1.00000
                 182,         -1.04609,         -4.61510,          0.11984,          1.00000
                 183,         -1.26426,         -4.74319,          0.12506,          1.00000
                 184,         -1.07160,         -3.24655,          0.11833,          0.99985
                 185,         -1.08368,         -6.63317,          0.11202,          1.00000
                 186,         -1.18602,         -6.39219,          0.12337,          0.99986
                 187,         -0.97647,         -5.94115,          0.11783,          1.00000
                 188,         -1.14477,         -6.43956,          0.11930,          1.00000
                 189,         -1.01034,         -7.41631,          0.11368,          1.00000
                 190,         -1.17145,         -6.32140,          0.11133,          1.00000
                 191,         -0.85441,         -5.18860,          0.10993,          1.00000
                 192,         -1.08410,         -4.61583,          0.12387,          0.99994
                 193,         -1.02423,         -6.86085,          0.11654,          0.99980
                 194,         -0.99573,        -13.87555,          0.11372,          1.00000
                 195,         -1.03739,         -6.31273,          0.11581,          1.00000
                 196,         -1.16708,         -4.91311,          0.12042,          0.99981
                 197,         -1.05138,         -3.66562,          0.11493,          1.00000
                 198,         -0.88630,         -3.97629,          0.12606,          1.00000
                 199,         -0.85513,         -6.25734,          0.10413,          1.00000
                 200,         -1.01938,         -5.34264,          0.10901,          0.99967
                 201,         -0.93103,         -5.25641,          0.11364,          0.99985
                 202,         -1.08963,         -4.61719,          0.11831,          0.99995
                 203,         -0.86784,         -2.94075,          0.11147,          0.99852
                 204,         -0.97072,         -4.36928,          0.11739,          0.99953
                 205,         -0.97078,         -3.55935,          0.11939,          0.99965
                 206,         -1.16755,         -3.66659,          0.12422,          0.99986
                 207,         -0.98156,         -3.29679,          0.10858,          1.00000
                 208,         -0.96072,         -2.89681,          0.12075,          0.99975
                 209,         -0.88761,         -3.91761,          0.11711,          0.99977
                 210,         -1.12385,         -3.79741,          0.11349,          0.99969
                 211,         -0.91821,         -2.41781,          0.11103,          0.99968
                 212,         -0.86920,         -5.55750,          0.11592,          0.99935
                 213,         -0.87867,         -6.45910,          0.11476,          0.99951
                 214,         -0.73855,         -3.92642,          0.11362,          0.99951
                 215,         -0.85494,         -5.36622,          0.11815,          0.99926
                 216,         -0.74067,         -6.72676,          0.10923,          0.99895
                 217,         -1.09974,         -5.60541,          0.11429,          0.99864
                 218,         -0.92901,         -3.65605,          0.10690,          0.99972
                 219,         -0.83592,         -4.60337,          0.10335,          0.99866
                 220,         -0.74517,         -5.08145,          0.10367,          0.99931
                 221,         -0.73573,         -3.39063,          0.09970,          0.99840
                 222,         -1.01740,         -2.47238,          0.10238,          0.99925
                 223,         -0.74377,         -4.18380,          0.10540,          0.99825
                 224,         -0.83527,         -5.10501,          0.10852,          0.99876
                 225,         -0.95336,         -4.74543,          0.10777,          0.99771
                 226,         -0.83872,         -3.99888,          0.10197,          0.99896
                 227,         -0.94441,         -3.85142,          0.11102,          0.99975
                 228,         -0.90295,         -2.83230,          0.11052,          0.99943
                 229,         -0.96791,         -4.26411,          0.11227,          0.99897
                 230,         -0.78076,         -1.95647,          0.11052,          0.99926
                 231,         -0.71356,         -4.01479,          0.10560,          0.99953
                 232,         -0.82277,         -3.66782,          0.10843,          0.99780
                 233,         -0.91156,         -2.55424,          0.10852,          0.99852
                 234,         -0.66312,         -3.30041,          0.10385,          0.99902
                 235,         -0.78927,         -3.61491,          0.11335,          0.99778
                 236,         -0.88537,         -3.40312,          0.10182,          0.99886
                 237,         -0.92818,         -3.46884,          0.10265,          0.99878
                 238,         -0.82352,         -2.15334,          0.11073,          0.99519
                 239,         -0.71695,         -4.43860,          0.10592,          0.99743
                 240,         -0.85374,         -2.06322,          0.10470,          0.99632
                 241,         -0.89278,         -4.10797,          0.10489,          0.99796
                 242,         -0.70109,         -2.65538,          0.10205,          0.99838
                 243,         -0.79875,         -3.42322,          0.10192,          0.99682
                 244,         -0.60431,         -3.58215,          0.10201,          0.99878
                 245,         -0.74279,         -2.78118,          0.09770,          0.99927
                 246,         -0.80258,         -1.53646,          0.10134,          0.99676
                 247,         -0.76225,         -3.31605,          0.09953,          0.99613
                 248,         -0.76057,         -3.56549,          0.09561,          0.99834
                 249,         -1.02793,         -3.08842,          0.10783,          0.99783
                 250,         -0.74940,         -3.27123,          0.11049,          0.99390
                 251,         -0.61151,         -3.75094,          0.11283,          0.99243
                 252,         -0.74066,         -2.75495,          0.09854,          0.99755
                 253,         -0.67926,         -3.69122,          0.10104,          0.99149
                 254,         -0.77108,         -2.95847,          0.10715,          0.99454
                 255,         -0.65429,         -4.29892,          0.10524,          0.99099
                 256,         -0.70800,         -2.68321,          0.10596,          0.99387
                 257,         -0.74782,         -1.97107,          0.09500,          0.99401
                 258,         -0.72297,         -2.79982,          0.09583,          0.99869
                 259,         -0.77408,         -4.66118,          0.09711,          0.99166
                 260,         -0.75665,         -2.21331,          0.09704,          0.99434
                 261,         -0.68133,         -2.49234,          0.10301,          0.99234
                 262,         -0.79788,         -2.97996,          0.10278,          0.99070
                 263,         -0.73967,         -2.36461,          0.09603,          0.99176
                 264,         -0.53733,         -2.22272,          0.09651,          0.98255
                 265,         -0.66570,         -1.74204,          0.10796,          0.98987
                 266,         -0.64723,         -2.60274,          0.10003,          0.98485
                 267,         -0.51756,         -2.35919,          0.10586,          0.98302
                 268,         -0.74935,         -1.75965,          0.09988,          0.99335
                 269,         -0.82077,         -2.42010,          0.10338,          0.99430
                 270,         -0.50007,         -2.88045,          0.09892,          0.98905
                 271,         -0.62356,         -1.93671,          0.10182,          0.98594
                 272,         -0.65504,         -2.44985,          0.10618,          0.98911
                 273,         -0.73645,         -1.86222,          0.09380,          0.98963
                 274,         -0.77119,         -2.91390,          0.11072,          0.99295
                 275,         -0.43189,         -2.27232,          0.10544,          0.98194
                 276,         -0.61360,         -1.99099,          0.10684,          0.98562
                 277,         -0.53223,         -2.75802,          0.09669,          0.99216
                 278,         -0.64234,         -2.70255,          0.09321,          0.99047
                 279,         -0.56229,         -1.88727,          0.09009,          0.98873
                 280,         -0.58427,         -2.94547,          0.10232,          0.98187
                 281,         -0.70166,         -2.38200,          0.09881,          0.98760
                 282,         -0.74667,         -2.29767,          0.09982,          0.98629
                 283,         -0.59562,         -2.81160,          0.09258,          0.98941
                 284,         -0.58152,         -4.53734,          0.10233,          0.99060
                 285,         -0.71859,         -1.58819,          0.09930,          0.98469
                 286,         -0.80144,         -4.40793,          0.09979,          0.98559
                 287,         -0.67359,         -2.07783,          0.10570,          0.98421
                 288,         -0.70801,         -1.77428,          0.10641,          0.98432
                 289,         -0.75542,         -3.01842,          0.10144,          0.98859
                 290,         -0.67342,         -3.21785,          0.10189,          0.98995
                 291,         -0.45774,         -1.41531,          0.10697,          0.98409
                 292,         -0.67588,         -2.34362,          0.09884,          0.98577
                 293,         -0.94386,         -2.45562,          0.10116,          0.98975
                 294,         -0.68107,         -2.01995,          0.09834,          0.98511
                 295,         -0.76846,         -2.66429,          0.09835,          0.98401
                 296,         -0.80981,         -2.70121,          0.10050,          0.98513
                 297,         -0.54555,         -2.72974,          0.09433,          0.98703
                 298,         -0.80599,         -1.84468,          0.10276,          0.97963
                 299,         -0.73545,         -1.59669,          0.09708,          0.97826
                 300,         -0.72015,         -1.63666,          0.09584,          0.98144
                 301,         -0.54262,         -1.62517,          0.09630,          0.98020
                 302,         -0.65918,         -1.78573,          0.09531,          0.97776
                 303,         -0.75104,         -1.04195,          0.09528,          0.97932
                 304,         -0.63114,         -1.95919,          0.10179,          0.98412
                 305,         -0.66927,         -1.42026,          0.09737,          0.98757
                 306,         -0.66563,         -3.07764,          0.10153,          0.97587
                 307,         -0.49779,         -2.56465,          0.09872,          0.98211
                 308,         -0.74599,         -1.66108,          0.09442,          0.97963
                 309,         -0.71372,         -2.81304,          0.09949,          0.97679
                 310,         -0.50359,         -1.68434,          0.09701,          0.97688
                 311,         -0.57449,         -1.80575,          0.09659,          0.97172
                 312,         -0.50055,         -2.38299,          0.08979,          0.97781
                 313,         -0.74607,         -1.65065,          0.09764,          0.97953
                 314,         -0.76974,         -1.76741,          0.09533,          0.97642
                 315,         -0.72656,         -2.15953,          0.09270,          0.97802
                 316,         -0.78161,         -3.21559,          0.09998,          0.98047
                 317,         -0.76235,         -1.94606,          0.09512,          0.97646
                 318,         -0.76357,         -2.55234,          0.10545,          0.97362
                 319,         -0.67892,         -3.21225,          0.10833,          0.97553
                 320,         -0.73117,         -2.62980,          0.10272,          0.97045
                 321,         -0.61508,         -1.17859,          0.09280,          0.97728
                 322,         -0.69258,         -1.98786,          0.09850,          0.97357
                 323,         -0.59584,         -1.37854,          0.09079,          0.97051
                 324,         -0.54428,         -1.98100,          0.09087,          0.97571
                 325,         -0.79776,         -1.80049,          0.09290,          0.98060
                 326,         -0.83367,         -2.74878,          0.09839,          0.97749
                 327,         -0.66484,         -1.83258,          0.08960,          0.97263
                 328,         -0.53819,         -1.66380,          0.09972,          0.96910
                 329,         -0.64154,         -1.78490,          0.09314,          0.97698
                 330,         -0.49200,         -1.16843,          0.08423,          0.97323
                 331,         -0.73071,         -1.57465,          0.10072,          0.96931
                 332,         -0.58331,         -1.97253,          0.09053,          0.97292
                 333,         -0.73165,         -1.81876,          0.08897,          0.97510
                 334,         -0.61030,         -1.81107,          0.09188,          0.97169
                 335,         -0.97202,         -2.05097,          0.09447,          0.97742
                 336,         -0.61686,         -1.64577,          0.08853,          0.97097
                 337,         -0.71142,         -1.39901,          0.09818,          0.97316
                 338,         -0.69886,         -2.65917,          0.09766,          0.97067
                 339,         -0.70763,         -2.19858,          0.09195,          0.97741
                 340,         -0.73239,         -2.06091,          0.10906,          0.96924
                 341,         -0.74319,         -1.83495,          0.09787,          0.97103
                 342,         -0.84790,         -1.23376,          0.09257,          0.97124
                 343,         -0.58107,         -1.67007,          0.09597,          0.97772
                 344,         -0.56285,         -2.01834,          0.09364,          0.96731
                 345,         -0.65575,         -1.86225,          0.08460,          0.97807
                 346,         -0.59627,         -2.52260,          0.08913,          0.97149
                 347,         -0.61389,         -1.99838,          0.09199,          0.96729
                 348,         -0.70175,         -2.98612,          0.07741,          0.97624
                 349,         -0.60249,         -1.60221,          0.08736,          0.97573
                 350,         -0.36062,         -2.06763,          0.07583,          0.96913
                 351,         -0.57750,         -2.39200,          0.08915,          0.97178
                 352,         -0.78140,         -1.45070,          0.08649,          0.96777
                 353,         -0.58662,         -2.02508,          0.08362,          0.97586
                 354,         -0.63467,         -1.57979,          0.09148,          0.96781
                 355,         -0.64368,         -1.62341,          0.08592,          0.97186
                 356,         -0.70945,         -2.22975,          0.08567,          0.97491
                 357,         -0.67496,         -2.56592,          0.09793,          0.96908
                 358,         -0.57384,         -1.45683,          0.09159,          0.96729
                 359,         -0.29073,         -2.35517,          0.08649,          0.97283
                 360,         -0.49152,         -1.48936,          0.08533,          0.97657
                 361,         -0.59067,         -0.83395,          0.08209,          0.97916
                 362,         -0.37108,         -1.67590,          0.08146,          0.96511
                 363,         -0.69337,         -1.19785,          0.08065,          0.96722
                 364,         -0.47094,         -1.53021,          0.09000,          0.97007
                 365,         -0.35014,         -1.98172,          0.08738,          0.96545
                 366,         -0.44447,         -1.66037,          0.08438,          0.96892
                 367,         -0.42639,         -0.65704,          0.07310,          0.97267
                 368,         -0.45834,         -1.80828,          0.07460,          0.97092
                 369,         -0.46290,         -1.41652,          0.08865,          0.96772
                 370,         -0.52333,         -1.07020,          0.08856,          0.96951
                 371,         -0.32991,         -1.61541,          0.08448,          0.97316
                 372,         -0.57072,         -1.34116,          0.09029,          0.96528
                 373,         -0.43131,         -1.67094,          0.08994,          0.96547
                 374,         -0.36909,         -1.19757,          0.07436,          0.96782
                 375,         -0.49202,         -1.26385,          0.08837,          0.96863
                 376,         -0.47840,         -1.52542,          0.08868,          0.96489
                 377,         -0.53613,         -2.02801,          0.09092,          0.96165
                 378,         -0.41935,         -0.98048,          0.08678,          0.96637
                 379,         -0.64045,         -1.14284,          0.09229,          0.97146
                 380,         -0.66438,         -2.06347,          0.09199,          0.96938
                 381,         -0.47854,         -1.66188,          0.08070,          0.96827
                 382,         -0.62759,         -1.58361,          0.08445,          0.97360
                 383,         -0.65608,         -1.78262,          0.08470,          0.96894
                 384,         -0.54050,         -1.33711,          0.08737,          0.97275
                 385,         -0.62617,         -1.27474,          0.08256,          0.97230
                 386,         -0.56951,         -1.61214,          0.08210,          0.97055
                 387,         -0.61617,         -1.45179,          0.08515,          0.96621
                 388,         -0.53757,         -2.22045,          0.07718,          0.97044
                 389,         -0.69618,         -1.87056,          0.09516,          0.97006
                 390,         -0.62958,         -1.35013,          0.09479,          0.96549
                 391,         -0.82535,         -1.68058,          0.07922,          0.97344
                 392,         -0.45950,         -1.57698,          0.08137,          0.97584
                 393,         -0.60938,         -1.00232,          0.08331,          0.96811
                 394,         -0.58551,         -1.02787,          0.08929,          0.96731
                 395,         -0.56952,         -1.51677,          0.08039,          0.97314
                 396,         -0.54733,         -1.69399,          0.07785,          0.96900
                 397,         -0.58269,         -1.74405,          0.09018,          0.96716
                 398,         -0.51479,         -1.38954,          0.08689,          0.96399
                 399,         -0.65964,         -1.32451,          0.08666,          0.96575
                 400,         -0.59910,         -1.08500,          0.08337,          0.96605
                 401,         -0.43463,         -1.70445,          0.08498,          0.97122
                 402,         -0.74799,         -1.19242,          0.08224,          0.97055
                 403,         -0.54085,         -1.25801,          0.08668,          0.96534
                 404,         -0.42935,         -0.83489,          0.08109,          0.96487
                 405,         -0.45362,         -1.74657,          0.08376,          0.97023
                 406,         -0.47663,         -1.10686,          0.08774,          0.96677
                 407,         -0.64271,         -1.28440,          0.08705,          0.95796
                 408,         -0.55865,         -1.67823,          0.08235,          0.96414
                 409,         -0.60672,         -1.04519,          0.07806,          0.96753
                 410,         -0.64526,         -1.48765,          0.09135,          0.96842
                 411,         -0.53355,         -1.19474,          0.07210,          0.97202
                 412,         -0.50206,         -1.40922,          0.08063,          0.95454
                 413,         -0.16625,         -1.04038,          0.08280,          0.96155
                 414,         -0.40954,         -1.37205,          0.08459,          0.95862
                 415,         -0.47190,         -1.13671,          0.08875,          0.96624
                 416,         -0.65176,         -1.11764,          0.08017,          0.95328
                 417,         -0.50935,         -1.58226,          0.08327,          0.96011
                 418,         -0.43889,         -1.09088,          0.08191,          0.96193
                 419,         -0.47738,         -1.06172,          0.08022,          0.96260
                 420,         -0.37553,         -0.94314,          0.08796,          0.95561
                 421,         -0.36628,         -1.43068,          0.08643,          0.95606
                 422,         -0.77648,         -0.87951,          0.09049,          0.96501
                 423,         -0.45348,         -1.31490,          0.08777,          0.95704
                 424,         -0.50851,         -1.57861,          0.08481,          0.96268
                 425,         -0.53209,         -0.93622,          0.08947,          0.96703
                 426,         -0.59022,         -1.94369,          0.08076,          0.96639
                 427,         -0.44455,         -1.36369,          0.08255,          0.96537
                 428,         -0.65178,         -1.08903,          0.07740,          0.96224
                 429,         -0.61232,         -1.18334,          0.09139,          0.95566
                 430,         -0.69095,         -0.98540,          0.08212,          0.96025
                 431,         -0.43482,         -1.34242,          0.08774,          0.95591
                 432,         -0.48324,         -1.91910,          0.09047,          0.94155
                 433,         -0.51828,         -1.61596,          0.09000,          0.96209
                 434,         -0.47525,         -1.12386,          0.08226,          0.96829
                 435,         -0.50497,         -1.11131,          0.08138,          0.96286
                 436,         -0.51104,         -0.93912,          0.07976,          0.95290
                 437,         -0.55105,         -1.01738,          0.08620,          0.95007
                 438,         -0.55378,         -1.06859,          0.07994,          0.96244
                 439,         -0.45081,         -0.98680,          0.08132,          0.96552
                 440,         -0.36042,         -0.89718,          0.08506,          0.95966
                 441,         -0.38755,         -0.98807,          0.07556,          0.96205
                 442,         -0.61782,         -1.73476,          0.07788,          0.96582
                 443,         -0.60394,         -1.21002,          0.08031,          0.97082
                 444,         -0.46424,         -1.74768,          0.08026,          0.96591
                 445,         -0.50043,         -1.40073,          0.08512,          0.95215
                 446,         -0.41073,         -1.29017,          0.08068,          0.96735
                 447,         -0.41475,         -1.12114,          0.07516,          0.96364
                 448,         -0.44777,         -1.08107,          0.08967,          0.96188
                 449,         -0.52324,         -1.22580,          0.07047,          0.96673
                 450,         -0.45902,         -1.43832,          0.08419,          0.96129
                 451,         -0.58189,         -0.94710,          0.07668,          0.95975
                 452,         -0.49291,         -1.53435,          0.07842,          0.96239
                 453,         -0.53107,         -1.90972,          0.08328,          0.96522
                 454,         -0.36248,         -1.17233,          0.08052,          0.96411
                 455,         -0.57098,         -0.78359,          0.07902,          0.96871
                 456,         -0.50412,         -1.08127,          0.08370,          0.96194
                 457,         -0.57758,         -1.29825,          0.07912,          0.96161
                 458,         -0.52342,         -1.48150,          0.08311,          0.96480
                 459,         -0.65323,         -0.94812,          0.08284,          0.97147
                 460,         -0.50466,         -1.72679,          0.08636,          0.96574
                 461,         -0.38940,         -1.18663,          0.08470,          0.96932
                 462,         -0.31280,         -2.20416,          0.08270,          0.95614
                 463,         -0.49889,         -0.99199,          0.08267,          0.96427
