# TRAINING ITERATION,         BCE_LOSS,         MSE_LOSS,     JACCARD_LOSS
                1534,          0.01611,          0.00424,          0.09964
                1535,          0.01877,          0.00483,          0.09158
                1536,          0.01607,          0.00419,          0.09445
                1537,          0.01246,          0.00322,          0.09699
                1538,          0.01598,          0.00421,          0.08063
                1539,          0.01705,          0.00446,          0.09704
                1540,          0.01664,          0.00436,          0.09992
                1541,          0.01784,          0.00473,          0.08681
                1542,          0.01696,          0.00449,          0.08551
                1543,          0.01591,          0.00415,          0.09737
                1544,          0.01571,          0.00413,          0.08261
                1545,          0.01605,          0.00429,          0.08725
                1546,          0.01337,          0.00343,          0.10155
                1547,          0.01655,          0.00440,          0.09162
                1548,          0.01875,          0.00497,          0.09098
                1549,          0.01821,          0.00471,          0.09877
                1550,          0.01646,          0.00438,          0.08024
                1551,          0.01669,          0.00438,          0.09956
                1552,          0.01703,          0.00445,          0.09394
                1553,          0.01550,          0.00409,          0.08854
                1554,          0.01970,          0.00514,          0.09677
                1555,          0.01631,          0.00419,          0.09178
                1556,          0.01423,          0.00375,          0.10200
                1557,          0.01584,          0.00413,          0.08720
                1558,          0.01556,          0.00408,          0.09622
                1559,          0.01699,          0.00445,          0.09327
                1560,          0.01532,          0.00401,          0.08461
                1561,          0.01726,          0.00452,          0.08306
                1562,          0.01475,          0.00388,          0.08999
                1563,          0.01530,          0.00406,          0.09961
                1564,          0.01579,          0.00417,          0.08408
                1565,          0.01479,          0.00386,          0.10525
                1566,          0.01844,          0.00471,          0.08479
                1567,          0.01816,          0.00480,          0.08689
                1568,          0.01823,          0.00475,          0.08673
                1569,          0.01516,          0.00392,          0.09650
                1570,          0.01716,          0.00446,          0.10002
                1571,          0.01738,          0.00463,          0.09932
                1572,          0.01191,          0.00309,          0.09428
                1573,          0.01581,          0.00420,          0.08849
                1574,          0.01831,          0.00472,          0.09706
                1575,          0.01606,          0.00422,          0.08558
                1576,          0.01681,          0.00446,          0.09918
                1577,          0.01810,          0.00470,          0.08785
                1578,          0.01669,          0.00440,          0.09723
                1579,          0.01714,          0.00452,          0.09242
                1580,          0.01432,          0.00375,          0.08712
                1581,          0.01559,          0.00413,          0.09282
                1582,          0.01686,          0.00444,          0.08231
                1583,          0.01582,          0.00421,          0.08481
                1584,          0.01599,          0.00423,          0.09881
                1585,          0.01958,          0.00519,          0.08273
                1586,          0.01490,          0.00390,          0.09427
                1587,          0.01785,          0.00463,          0.08493
                1588,          0.01453,          0.00374,          0.09275
                1589,          0.01438,          0.00373,          0.09084
                1590,          0.01454,          0.00382,          0.07624
                1591,          0.01531,          0.00395,          0.08638
                1592,          0.01527,          0.00393,          0.09178
                1593,          0.01645,          0.00437,          0.09114
                1594,          0.01337,          0.00351,          0.08914
                1595,          0.01446,          0.00385,          0.09446
                1596,          0.01991,          0.00530,          0.09279
                1597,          0.01635,          0.00432,          0.08315
                1598,          0.01627,          0.00423,          0.08110
                1599,          0.01533,          0.00402,          0.09454
                1600,          0.01620,          0.00430,          0.09587
                1601,          0.01510,          0.00395,          0.09457
                1602,          0.01412,          0.00369,          0.08794
                1603,          0.01544,          0.00405,          0.08809
                1604,          0.01479,          0.00388,          0.09143
                1605,          0.01456,          0.00384,          0.11497
                1606,          0.01515,          0.00401,          0.09419
                1607,          0.01627,          0.00424,          0.08898
                1608,          0.01594,          0.00416,          0.08335
                1609,          0.01487,          0.00388,          0.09296
                1610,          0.01510,          0.00394,          0.08982
                1611,          0.01862,          0.00479,          0.08875
                1612,          0.01660,          0.00435,          0.08212
                1613,          0.01407,          0.00368,          0.09807
                1614,          0.01715,          0.00447,          0.08231
                1615,          0.01473,          0.00388,          0.08049
                1616,          0.01714,          0.00451,          0.08486
                1617,          0.01742,          0.00462,          0.07899
                1618,          0.01648,          0.00422,          0.08286
                1619,          0.01686,          0.00445,          0.09419
                1620,          0.01488,          0.00391,          0.10810
                1621,          0.01454,          0.00380,          0.09500
                1622,          0.01475,          0.00382,          0.08631
                1623,          0.01546,          0.00414,          0.09455
                1624,          0.01827,          0.00488,          0.08373
                1625,          0.01689,          0.00443,          0.09291
                1626,          0.01409,          0.00374,          0.08932
                1627,          0.01552,          0.00406,          0.09765
                1628,          0.01253,          0.00332,          0.08736
                1629,          0.01655,          0.00435,          0.09446
                1630,          0.01692,          0.00437,          0.09321
                1631,          0.01481,          0.00387,          0.09403
                1632,          0.01536,          0.00409,          0.08671
                1633,          0.01817,          0.00482,          0.08551
                1634,          0.01326,          0.00350,          0.09513
                1635,          0.01780,          0.00463,          0.08472
                1636,          0.01708,          0.00449,          0.09593
                1637,          0.01173,          0.00300,          0.10107
                1638,          0.01487,          0.00380,          0.08911
                1639,          0.01518,          0.00402,          0.08574
                1640,          0.01645,          0.00436,          0.08296
                1641,          0.01763,          0.00465,          0.08487
                1642,          0.01493,          0.00396,          0.08767
                1643,          0.01796,          0.00479,          0.07630
                1644,          0.01617,          0.00428,          0.08353
                1645,          0.01864,          0.00480,          0.08253
                1646,          0.01577,          0.00410,          0.08431
                1647,          0.01675,          0.00440,          0.08964
                1648,          0.01484,          0.00388,          0.09905
                1649,          0.01640,          0.00434,          0.09559
                1650,          0.01627,          0.00429,          0.08817
                1651,          0.01280,          0.00327,          0.10367
                1652,          0.01739,          0.00461,          0.08797
                1653,          0.01635,          0.00425,          0.09229
                1654,          0.01529,          0.00401,          0.08575
                1655,          0.01752,          0.00453,          0.08758
                1656,          0.01609,          0.00412,          0.10913
                1657,          0.01549,          0.00405,          0.10072
                1658,          0.01498,          0.00388,          0.07905
                1659,          0.01433,          0.00380,          0.09791
                1660,          0.01613,          0.00423,          0.09105
                1661,          0.01477,          0.00385,          0.08439
                1662,          0.01495,          0.00390,          0.11205
                1663,          0.01482,          0.00392,          0.09519
                1664,          0.01848,          0.00485,          0.09055
                1665,          0.01598,          0.00422,          0.08584
                1666,          0.01514,          0.00383,          0.10013
                1667,          0.01606,          0.00413,          0.09492
                1668,          0.01420,          0.00367,          0.08927
                1669,          0.01689,          0.00450,          0.09013
                1670,          0.01530,          0.00398,          0.09597
                1671,          0.01500,          0.00399,          0.09057
                1672,          0.01602,          0.00422,          0.08918
                1673,          0.01529,          0.00402,          0.08952
                1674,          0.01839,          0.00490,          0.08937
                1675,          0.01455,          0.00389,          0.09550
                1676,          0.01727,          0.00458,          0.09384
                1677,          0.01595,          0.00418,          0.09297
                1678,          0.01567,          0.00407,          0.08455
                1679,          0.01499,          0.00396,          0.08250
                1680,          0.01309,          0.00342,          0.10237
                1681,          0.01643,          0.00435,          0.07611
                1682,          0.01573,          0.00416,          0.08909
                1683,          0.01712,          0.00455,          0.10554
                1684,          0.01502,          0.00397,          0.09099
                1685,          0.01504,          0.00397,          0.09064
                1686,          0.01598,          0.00411,          0.09849
                1687,          0.01602,          0.00418,          0.08041
                1688,          0.01532,          0.00402,          0.10044
                1689,          0.01647,          0.00429,          0.08906
                1690,          0.01552,          0.00398,          0.09128
                1691,          0.01895,          0.00488,          0.09282
                1692,          0.01591,          0.00419,          0.08244
                1693,          0.01568,          0.00416,          0.08315
                1694,          0.01781,          0.00467,          0.08643
                1695,          0.01416,          0.00373,          0.08429
                1696,          0.01631,          0.00438,          0.08005
                1697,          0.01760,          0.00463,          0.09646
                1698,          0.01517,          0.00402,          0.08710
                1699,          0.01658,          0.00435,          0.08454
                1700,          0.01462,          0.00390,          0.09179
                1701,          0.01840,          0.00482,          0.10436
                1702,          0.01742,          0.00460,          0.09604
                1703,          0.01757,          0.00464,          0.09386
                1704,          0.01704,          0.00446,          0.09080
                1705,          0.01504,          0.00395,          0.08677
                1706,          0.01393,          0.00357,          0.11893
                1707,          0.01727,          0.00453,          0.09115
                1708,          0.01418,          0.00354,          0.09554
                1709,          0.01486,          0.00392,          0.09907
                1710,          0.01674,          0.00442,          0.09539
                1711,          0.01383,          0.00359,          0.09786
                1712,          0.01716,          0.00456,          0.09149
                1713,          0.01792,          0.00473,          0.08296
                1714,          0.01634,          0.00421,          0.08012
                1715,          0.01612,          0.00423,          0.08809
                1716,          0.01578,          0.00410,          0.10096
                1717,          0.01407,          0.00366,          0.09119
                1718,          0.01736,          0.00456,          0.08538
                1719,          0.01370,          0.00350,          0.07914
                1720,          0.01554,          0.00410,          0.09507
                1721,          0.01499,          0.00379,          0.08989
                1722,          0.01568,          0.00413,          0.07651
                1723,          0.01286,          0.00337,          0.09323
                1724,          0.01799,          0.00476,          0.09869
                1725,          0.01572,          0.00415,          0.07875
                1726,          0.01548,          0.00403,          0.09027
                1727,          0.01952,          0.00512,          0.08793
                1728,          0.01642,          0.00434,          0.08331
                1729,          0.01547,          0.00408,          0.09039
                1730,          0.01560,          0.00411,          0.09068
                1731,          0.02065,          0.00537,          0.08208
                1732,          0.01614,          0.00419,          0.08581
                1733,          0.01704,          0.00446,          0.08222
                1734,          0.01755,          0.00458,          0.09683
                1735,          0.01540,          0.00399,          0.10431
                1736,          0.01714,          0.00449,          0.10337
                1737,          0.01551,          0.00410,          0.08820
                1738,          0.01583,          0.00411,          0.08648
                1739,          0.01795,          0.00468,          0.08731
                1740,          0.01827,          0.00472,          0.09372
                1741,          0.01552,          0.00409,          0.08903
                1742,          0.01600,          0.00420,          0.10697
                1743,          0.01657,          0.00446,          0.08348
                1744,          0.01645,          0.00426,          0.07838
                1745,          0.01833,          0.00476,          0.10227
                1746,          0.01782,          0.00466,          0.08472
                1747,          0.01619,          0.00422,          0.09157
                1748,          0.01420,          0.00373,          0.09624
                1749,          0.01446,          0.00382,          0.09928
                1750,          0.01882,          0.00496,          0.08381
                1751,          0.01470,          0.00391,          0.08958
                1752,          0.01704,          0.00451,          0.09333
                1753,          0.01464,          0.00384,          0.09214
                1754,          0.01765,          0.00451,          0.09497
                1755,          0.01485,          0.00394,          0.09932
                1756,          0.01718,          0.00448,          0.09539
                1757,          0.01585,          0.00412,          0.07659
                1758,          0.01512,          0.00392,          0.08790
                1759,          0.01613,          0.00422,          0.09311
                1760,          0.01635,          0.00429,          0.11228
                1761,          0.01619,          0.00421,          0.09458
                1762,          0.01676,          0.00443,          0.10497
                1763,          0.01638,          0.00434,          0.09497
                1764,          0.01297,          0.00341,          0.08705
                1765,          0.01658,          0.00425,          0.10205
                1766,          0.01586,          0.00420,          0.10438
                1767,          0.01474,          0.00389,          0.09739
                1768,          0.01705,          0.00456,          0.10061
                1769,          0.01597,          0.00419,          0.08204
                1770,          0.01674,          0.00440,          0.11883
                1771,          0.01568,          0.00409,          0.08798
                1772,          0.01639,          0.00424,          0.09564
                1773,          0.01536,          0.00405,          0.09087
                1774,          0.01605,          0.00423,          0.08289
                1775,          0.01345,          0.00352,          0.08814
                1776,          0.01494,          0.00393,          0.10247
                1777,          0.01509,          0.00392,          0.10719
                1778,          0.01629,          0.00428,          0.08876
                1779,          0.01700,          0.00444,          0.09503
                1780,          0.01957,          0.00512,          0.08242
                1781,          0.01521,          0.00390,          0.10026
                1782,          0.01403,          0.00370,          0.10115
                1783,          0.01543,          0.00405,          0.09323
                1784,          0.01602,          0.00420,          0.08602
                1785,          0.01818,          0.00481,          0.08610
                1786,          0.01674,          0.00442,          0.10546
                1787,          0.01573,          0.00415,          0.09751
                1788,          0.01923,          0.00488,          0.09388
                1789,          0.01519,          0.00399,          0.09391
                1790,          0.01447,          0.00385,          0.08227
                1791,          0.01422,          0.00375,          0.08349
                1792,          0.01605,          0.00427,          0.08469
                1793,          0.01442,          0.00383,          0.08896
                1794,          0.01804,          0.00482,          0.08150
                1795,          0.01826,          0.00482,          0.09257
                1796,          0.01721,          0.00459,          0.08877
                1797,          0.01395,          0.00376,          0.09431
                1798,          0.01718,          0.00451,          0.09073
                1799,          0.01409,          0.00373,          0.09888
                1800,          0.01323,          0.00341,          0.11005
                1801,          0.01347,          0.00350,          0.07923
                1802,          0.01430,          0.00373,          0.09346
                1803,          0.01394,          0.00367,          0.08876
                1804,          0.01648,          0.00435,          0.08030
                1805,          0.01573,          0.00418,          0.09666
                1806,          0.01409,          0.00367,          0.08282
                1807,          0.01397,          0.00366,          0.08914
                1808,          0.01649,          0.00438,          0.08335
                1809,          0.01252,          0.00319,          0.09506
                1810,          0.01496,          0.00382,          0.09311
                1811,          0.01684,          0.00437,          0.10113
                1812,          0.01554,          0.00405,          0.09173
                1813,          0.01608,          0.00433,          0.08475
                1814,          0.01404,          0.00368,          0.09818
                1815,          0.01543,          0.00408,          0.08968
                1816,          0.01857,          0.00488,          0.08362
                1817,          0.01223,          0.00320,          0.08797
                1818,          0.01504,          0.00388,          0.11742
                1819,          0.01589,          0.00400,          0.10070
                1820,          0.01517,          0.00386,          0.09821
                1821,          0.01571,          0.00412,          0.09176
                1822,          0.01551,          0.00414,          0.09090
                1823,          0.01713,          0.00453,          0.08618
                1824,          0.01634,          0.00434,          0.08526
                1825,          0.01539,          0.00404,          0.07971
                1826,          0.01589,          0.00420,          0.09223
                1827,          0.01638,          0.00433,          0.09606
                1828,          0.01450,          0.00383,          0.08718
                1829,          0.01688,          0.00442,          0.09546
                1830,          0.01722,          0.00452,          0.09006
                1831,          0.01149,          0.00289,          0.10401
                1832,          0.01604,          0.00407,          0.09783
                1833,          0.01689,          0.00440,          0.10398
                1834,          0.01534,          0.00403,          0.09988
                1835,          0.01560,          0.00405,          0.09599
                1836,          0.01638,          0.00433,          0.08515
                1837,          0.01440,          0.00373,          0.08851
                1838,          0.01832,          0.00475,          0.07869
                1839,          0.01616,          0.00431,          0.09765
                1840,          0.01794,          0.00481,          0.07996
                1841,          0.01256,          0.00332,          0.08991
                1842,          0.01642,          0.00431,          0.07903
                1843,          0.01409,          0.00371,          0.07814
                1844,          0.01400,          0.00365,          0.09945
                1845,          0.01445,          0.00379,          0.10162
                1846,          0.01277,          0.00332,          0.12520
                1847,          0.01808,          0.00470,          0.10301
                1848,          0.01463,          0.00379,          0.09637
                1849,          0.01641,          0.00426,          0.09703
                1850,          0.01638,          0.00435,          0.09101
                1851,          0.01538,          0.00405,          0.09466
                1852,          0.01624,          0.00432,          0.07793
                1853,          0.01669,          0.00439,          0.09475
                1854,          0.01795,          0.00471,          0.09053
                1855,          0.01505,          0.00399,          0.08853
                1856,          0.01747,          0.00453,          0.10266
                1857,          0.01648,          0.00439,          0.09428
                1858,          0.01727,          0.00454,          0.08448
                1859,          0.01701,          0.00438,          0.08393
                1860,          0.01424,          0.00363,          0.09863
                1861,          0.01599,          0.00425,          0.09505
                1862,          0.01412,          0.00368,          0.07987
                1863,          0.01308,          0.00345,          0.08070
                1864,          0.01518,          0.00390,          0.10477
                1865,          0.01630,          0.00424,          0.09007
                1866,          0.01739,          0.00448,          0.09281
                1867,          0.01676,          0.00442,          0.08833
                1868,          0.01634,          0.00420,          0.09345
                1869,          0.01575,          0.00417,          0.10759
                1870,          0.01452,          0.00373,          0.09857
                1871,          0.01567,          0.00418,          0.08971
                1872,          0.01887,          0.00496,          0.08250
                1873,          0.01538,          0.00407,          0.09193
                1874,          0.01354,          0.00350,          0.08279
                1875,          0.01898,          0.00497,          0.09852
                1876,          0.01547,          0.00399,          0.09940
                1877,          0.01617,          0.00428,          0.09890
                1878,          0.01366,          0.00361,          0.09658
                1879,          0.01661,          0.00439,          0.08293
                1880,          0.01888,          0.00498,          0.07887
                1881,          0.01521,          0.00399,          0.07824
                1882,          0.01579,          0.00422,          0.08745
                1883,          0.01836,          0.00474,          0.09966
                1884,          0.01760,          0.00458,          0.10495
                1885,          0.01509,          0.00403,          0.09631
                1886,          0.01376,          0.00363,          0.09157
                1887,          0.01611,          0.00418,          0.09413
                1888,          0.01517,          0.00395,          0.09395
                1889,          0.01848,          0.00480,          0.09944
                1890,          0.01540,          0.00399,          0.09043
                1891,          0.01482,          0.00393,          0.09699
                1892,          0.01715,          0.00447,          0.09266
                1893,          0.01363,          0.00352,          0.08966
                1894,          0.01533,          0.00398,          0.08847
                1895,          0.01453,          0.00380,          0.10264
                1896,          0.01578,          0.00415,          0.09289
                1897,          0.01541,          0.00408,          0.08921
                1898,          0.01539,          0.00413,          0.08499
                1899,          0.01334,          0.00348,          0.08301
                1900,          0.01563,          0.00412,          0.08454
                1901,          0.01500,          0.00392,          0.08459
                1902,          0.01773,          0.00463,          0.08224
                1903,          0.01545,          0.00402,          0.08332
                1904,          0.01804,          0.00480,          0.08053
                1905,          0.01517,          0.00403,          0.09883
                1906,          0.01639,          0.00433,          0.09146
                1907,          0.01695,          0.00455,          0.09259
                1908,          0.01593,          0.00420,          0.08150
                1909,          0.01463,          0.00383,          0.08934
                1910,          0.01634,          0.00428,          0.08787
                1911,          0.01681,          0.00439,          0.08193
                1912,          0.01429,          0.00379,          0.08812
                1913,          0.01735,          0.00450,          0.09014
                1914,          0.01439,          0.00374,          0.08821
                1915,          0.01369,          0.00355,          0.09234
                1916,          0.01440,          0.00381,          0.09863
                1917,          0.01715,          0.00451,          0.09230
                1918,          0.01886,          0.00504,          0.08793
                1919,          0.01256,          0.00336,          0.09492
                1920,          0.01556,          0.00402,          0.09591
                1921,          0.01514,          0.00407,          0.09140
                1922,          0.01612,          0.00429,          0.08814
                1923,          0.01739,          0.00454,          0.09520
                1924,          0.01598,          0.00427,          0.09020
                1925,          0.01738,          0.00455,          0.09067
                1926,          0.01634,          0.00432,          0.09674
                1927,          0.01450,          0.00375,          0.08896
                1928,          0.01489,          0.00394,          0.09337
                1929,          0.01551,          0.00400,          0.08703
                1930,          0.01557,          0.00415,          0.07373
                1931,          0.01630,          0.00433,          0.09191
                1932,          0.01539,          0.00389,          0.10506
                1933,          0.01708,          0.00450,          0.08404
                1934,          0.01523,          0.00397,          0.08497
                1935,          0.01259,          0.00325,          0.09693
                1936,          0.01427,          0.00381,          0.08457
                1937,          0.01613,          0.00429,          0.07541
                1938,          0.01936,          0.00515,          0.08481
                1939,          0.01442,          0.00375,          0.09271
                1940,          0.01561,          0.00418,          0.08390
                1941,          0.01699,          0.00450,          0.09256
                1942,          0.01557,          0.00415,          0.08848
                1943,          0.01765,          0.00454,          0.07003
                1944,          0.01416,          0.00368,          0.10273
                1945,          0.01667,          0.00441,          0.08497
                1946,          0.01380,          0.00366,          0.09493
                1947,          0.01570,          0.00423,          0.08652
                1948,          0.01584,          0.00425,          0.09039
                1949,          0.01677,          0.00445,          0.09273
                1950,          0.01557,          0.00416,          0.07729
                1951,          0.01584,          0.00415,          0.08982
                1952,          0.01725,          0.00456,          0.08954
                1953,          0.01379,          0.00364,          0.08904
                1954,          0.01450,          0.00385,          0.08925
                1955,          0.01552,          0.00405,          0.09411
                1956,          0.01772,          0.00465,          0.09899
                1957,          0.01450,          0.00374,          0.10604
                1958,          0.01442,          0.00380,          0.08667
                1959,          0.01647,          0.00434,          0.09661
                1960,          0.01456,          0.00387,          0.08756
                1961,          0.01519,          0.00399,          0.08361
                1962,          0.01504,          0.00391,          0.09580
                1963,          0.01491,          0.00397,          0.08821
                1964,          0.01711,          0.00446,          0.09752
                1965,          0.01308,          0.00341,          0.09989
                1966,          0.01667,          0.00442,          0.09091
                1967,          0.01471,          0.00389,          0.08924
                1968,          0.01547,          0.00405,          0.09123
                1969,          0.01433,          0.00375,          0.07965
                1970,          0.01796,          0.00474,          0.09493
                1971,          0.01600,          0.00430,          0.09053
                1972,          0.01482,          0.00387,          0.09362
                1973,          0.01491,          0.00394,          0.08975
                1974,          0.01541,          0.00400,          0.09499
                1975,          0.01645,          0.00430,          0.09166
                1976,          0.01559,          0.00414,          0.09829
                1977,          0.01693,          0.00443,          0.10120
                1978,          0.01675,          0.00440,          0.07849
                1979,          0.01297,          0.00345,          0.09315
                1980,          0.01458,          0.00378,          0.11203
                1981,          0.01250,          0.00324,          0.09329
                1982,          0.01537,          0.00408,          0.08403
                1983,          0.01870,          0.00480,          0.08929
                1984,          0.01368,          0.00360,          0.09026
                1985,          0.01609,          0.00424,          0.07766
                1986,          0.01783,          0.00469,          0.08747
                1987,          0.01729,          0.00463,          0.08466
                1988,          0.01350,          0.00353,          0.08463
                1989,          0.01549,          0.00413,          0.08280
                1990,          0.01734,          0.00444,          0.09165
                1991,          0.01684,          0.00432,          0.10261
                1992,          0.01181,          0.00308,          0.09037
                1993,          0.01279,          0.00340,          0.08672
                1994,          0.01575,          0.00418,          0.07957
                1995,          0.01664,          0.00440,          0.08487
                1996,          0.01570,          0.00417,          0.08480
                1997,          0.01429,          0.00378,          0.08714
                1998,          0.01484,          0.00389,          0.11151
                1999,          0.01395,          0.00367,          0.09058
                2000,          0.01471,          0.00396,          0.07809
                2001,          0.01573,          0.00409,          0.10782
                2002,          0.01610,          0.00432,          0.09532
                2003,          0.01547,          0.00403,          0.09666
                2004,          0.01663,          0.00435,          0.09773
                2005,          0.01456,          0.00382,          0.10147
                2006,          0.01585,          0.00412,          0.10667
                2007,          0.01719,          0.00458,          0.08359
                2008,          0.01265,          0.00331,          0.08566
                2009,          0.01279,          0.00331,          0.08999
                2010,          0.01656,          0.00445,          0.09335
                2011,          0.01379,          0.00363,          0.09948
                2012,          0.01829,          0.00473,          0.09242
                2013,          0.01598,          0.00408,          0.08980
                2014,          0.01500,          0.00387,          0.08689
                2015,          0.02009,          0.00531,          0.09285
                2016,          0.01528,          0.00408,          0.09018
                2017,          0.01567,          0.00411,          0.08897
                2018,          0.01647,          0.00424,          0.07690
                2019,          0.01323,          0.00346,          0.09613
                2020,          0.01523,          0.00395,          0.08817
                2021,          0.01631,          0.00420,          0.09005
                2022,          0.01229,          0.00322,          0.09758
                2023,          0.01654,          0.00438,          0.08987
                2024,          0.01693,          0.00451,          0.08872
                2025,          0.01543,          0.00409,          0.09695
                2026,          0.01829,          0.00486,          0.08992
                2027,          0.01535,          0.00404,          0.09265
                2028,          0.01800,          0.00469,          0.09383
                2029,          0.01701,          0.00443,          0.10163
                2030,          0.01650,          0.00441,          0.08242
                2031,          0.01255,          0.00330,          0.09804
                2032,          0.01534,          0.00406,          0.09345
                2033,          0.01368,          0.00365,          0.09863
                2034,          0.01811,          0.00466,          0.08311
                2035,          0.01272,          0.00334,          0.11588
                2036,          0.01345,          0.00337,          0.10326
                2037,          0.01886,          0.00493,          0.08424
                2038,          0.01503,          0.00400,          0.09172
                2039,          0.01409,          0.00375,          0.09535
                2040,          0.01417,          0.00376,          0.08642
                2041,          0.01548,          0.00408,          0.07734
                2042,          0.01412,          0.00376,          0.09705
                2043,          0.01528,          0.00408,          0.08394
                2044,          0.01651,          0.00438,          0.08136
                2045,          0.01449,          0.00377,          0.09861
                2046,          0.01762,          0.00463,          0.09534
                2047,          0.01539,          0.00407,          0.08482
                2048,          0.01671,          0.00444,          0.09591
                2049,          0.01676,          0.00438,          0.08672
                2050,          0.01606,          0.00418,          0.08453
                2051,          0.01579,          0.00416,          0.08426
                2052,          0.01346,          0.00345,          0.08238
                2053,          0.01388,          0.00360,          0.08737
                2054,          0.01756,          0.00461,          0.08655
                2055,          0.01209,          0.00309,          0.11744
                2056,          0.01587,          0.00404,          0.10494
                2057,          0.01394,          0.00366,          0.08520
                2058,          0.01313,          0.00345,          0.09147
                2059,          0.01536,          0.00398,          0.08799
                2060,          0.01501,          0.00401,          0.08508
                2061,          0.01469,          0.00378,          0.09019
                2062,          0.01507,          0.00393,          0.08412
                2063,          0.01722,          0.00458,          0.08487
                2064,          0.01478,          0.00393,          0.08722
                2065,          0.01517,          0.00397,          0.08693
                2066,          0.01454,          0.00383,          0.09597
                2067,          0.01322,          0.00338,          0.09504
                2068,          0.01558,          0.00401,          0.08681
                2069,          0.01394,          0.00366,          0.09475
                2070,          0.01479,          0.00383,          0.08520
                2071,          0.01462,          0.00383,          0.07639
                2072,          0.01382,          0.00360,          0.07721
                2073,          0.01406,          0.00371,          0.09368
                2074,          0.01667,          0.00437,          0.08800
                2075,          0.01740,          0.00455,          0.08634
                2076,          0.01577,          0.00416,          0.08231
                2077,          0.01295,          0.00337,          0.08137
                2078,          0.01597,          0.00419,          0.09617
                2079,          0.01537,          0.00409,          0.09617
                2080,          0.01697,          0.00450,          0.08215
                2081,          0.01694,          0.00441,          0.09333
                2082,          0.01720,          0.00447,          0.09222
                2083,          0.01578,          0.00414,          0.09639
                2084,          0.01690,          0.00452,          0.09518
                2085,          0.01600,          0.00411,          0.09236
                2086,          0.01808,          0.00482,          0.07978
                2087,          0.01830,          0.00481,          0.10186
                2088,          0.01647,          0.00428,          0.09135
                2089,          0.01484,          0.00393,          0.08488
                2090,          0.01388,          0.00362,          0.09345
                2091,          0.01338,          0.00339,          0.08879
                2092,          0.01660,          0.00438,          0.10248
                2093,          0.01492,          0.00380,          0.08558
                2094,          0.01374,          0.00363,          0.08640
                2095,          0.01503,          0.00393,          0.08208
                2096,          0.01925,          0.00501,          0.09034
                2097,          0.01636,          0.00430,          0.08649
                2098,          0.01844,          0.00482,          0.07842
                2099,          0.01419,          0.00373,          0.08859
                2100,          0.01537,          0.00408,          0.08950
                2101,          0.01642,          0.00429,          0.07862
                2102,          0.01796,          0.00469,          0.08993
                2103,          0.01762,          0.00461,          0.07484
                2104,          0.01517,          0.00398,          0.09651
                2105,          0.01560,          0.00409,          0.09945
                2106,          0.01760,          0.00463,          0.08094
                2107,          0.01390,          0.00361,          0.09997
                2108,          0.01492,          0.00392,          0.08895
                2109,          0.01353,          0.00355,          0.11014
                2110,          0.01543,          0.00404,          0.08896
                2111,          0.01776,          0.00468,          0.09191
                2112,          0.01518,          0.00399,          0.09487
                2113,          0.01645,          0.00439,          0.08945
                2114,          0.01494,          0.00390,          0.10521
                2115,          0.01587,          0.00418,          0.09252
                2116,          0.01481,          0.00390,          0.09533
                2117,          0.01541,          0.00411,          0.09480
                2118,          0.01400,          0.00360,          0.08030
                2119,          0.01568,          0.00419,          0.08868
                2120,          0.01759,          0.00466,          0.09687
                2121,          0.01556,          0.00413,          0.08901
                2122,          0.01705,          0.00460,          0.07141
                2123,          0.01881,          0.00495,          0.08514
                2124,          0.01588,          0.00415,          0.08400
                2125,          0.01395,          0.00371,          0.09147
                2126,          0.01312,          0.00347,          0.09441
                2127,          0.01502,          0.00394,          0.08421
                2128,          0.01708,          0.00456,          0.09489
                2129,          0.01469,          0.00374,          0.09498
                2130,          0.01597,          0.00424,          0.09139
                2131,          0.01921,          0.00515,          0.08192
                2132,          0.01591,          0.00423,          0.08783
                2133,          0.01814,          0.00485,          0.09263
