#           MSE_LOSS,        MSE_LOSS_NULL,       MSE_LOSS_INPUT,         JACCARD_LOSS,    JACCARD_LOSS_NULL,   JACCARD_LOSS_INPUT
             0.02510,              0.02686,              0.01022,              0.41935,              0.36667,              0.19048
             0.02591,              0.02734,              0.00726,              0.35897,              0.33136,              0.15556
             0.05612,              0.06299,              0.01096,              0.49113,              0.46909,              0.16102
             0.00488,              0.00366,              0.00327,              0.61364,              0.30612,              0.56410
             0.02137,              0.02197,              0.00337,              0.83761,              0.72000,              0.57778
             0.02034,              0.02100,              0.00518,              0.49223,              0.44330,              0.23200
             0.02093,              0.02246,              0.00728,              0.43411,              0.35385,              0.20619
             0.02016,              0.02051,              0.00848,              0.33670,              0.28188,              0.17969
             0.01334,              0.01318,              0.00906,              0.25000,              0.18750,              0.15808
             0.01824,              0.01538,              0.01072,              0.30323,              0.21951,              0.19164
             0.01693,              0.01807,              0.01103,              0.25767,              0.23642,              0.18367
             0.01997,              0.02002,              0.00953,              0.27989,              0.23099,              0.15888
             0.01582,              0.01855,              0.00750,              0.19733,              0.20541,              0.08427
             0.02201,              0.02368,              0.00661,              0.30874,              0.27247,              0.08671
             0.01478,              0.01733,              0.00645,              0.27389,              0.23279,              0.10855
             0.01416,              0.01489,              0.00563,              0.28309,              0.23643,              0.09559
             0.02035,              0.02490,              0.00497,              0.42678,              0.42678,              0.09434
             0.02324,              0.02979,              0.00666,              0.53744,              0.52814,              0.14208
             0.00906,              0.00879,              0.00405,              0.24599,              0.19149,              0.11765
             0.01441,              0.01611,              0.00422,              0.36702,              0.34555,              0.10615
             0.01946,              0.02539,              0.00481,              0.56425,              0.56522,              0.16556
             0.02237,              0.02490,              0.00568,              0.64706,              0.54839,              0.28030
             0.00397,              0.00439,              0.00146,              0.20000,              0.17647,              0.06742
             0.00367,              0.00488,              0.00176,              0.16505,              0.18519,              0.07216
             0.00570,              0.00708,              0.00231,              0.27184,              0.26606,              0.13000
             0.00383,              0.00708,              0.00308,              0.21348,              0.28713,              0.15556
             0.00319,              0.00293,              0.00204,              0.12791,              0.13483,              0.08333
             0.01056,              0.01074,              0.00294,              0.43966,              0.37607,              0.15294
             0.03608,              0.03735,              0.00667,              0.70763,              0.62963,              0.33929
             0.02125,              0.02197,              0.01110,              0.41118,              0.29508,              0.26360
             0.01570,              0.01050,              0.01186,              0.24458,              0.13651,              0.18530
             0.01633,              0.02075,              0.01317,              0.29897,              0.28239,              0.22642
             0.02788,              0.03369,              0.01074,              0.66079,              0.61607,              0.20325
             0.01186,              0.01685,              0.00574,              0.70787,              0.68317,              0.36170
             0.01145,              0.01318,              0.00531,              0.79167,              0.63529,              0.70000
             0.00794,              0.00928,              0.00319,              0.44681,              0.39583,              0.24324
             0.00929,              0.01123,              0.00390,              0.42056,              0.40351,              0.21591
             0.01432,              0.01367,              0.00397,              0.47297,              0.38356,              0.21359
             0.01292,              0.01270,              0.00575,              0.37297,              0.28889,              0.21711
             0.01406,              0.01343,              0.00687,              0.36111,              0.26961,              0.19681
             0.01362,              0.01611,              0.00788,              0.39524,              0.32836,              0.23445
             0.03081,              0.02588,              0.01669,              0.29301,              0.20623,              0.17505
             0.04052,              0.03833,              0.02345,              0.36871,              0.29020,              0.24903
             0.03505,              0.04102,              0.02059,              0.34672,              0.30996,              0.22692
             0.03986,              0.04639,              0.01878,              0.42285,              0.38540,              0.19270
             0.04698,              0.05615,              0.01319,              0.56829,              0.55288,              0.18984
             0.03289,              0.03955,              0.00926,              0.47222,              0.44628,              0.16236
             0.03429,              0.03784,              0.01152,              0.42373,              0.37990,              0.18563
             0.02331,              0.02881,              0.01055,              0.31726,              0.29949,              0.15567
             0.02552,              0.02856,              0.01225,              0.35262,              0.32143,              0.17889
             0.03365,              0.03564,              0.01306,              0.43659,              0.36139,              0.21698
             0.03069,              0.03174,              0.01410,              0.33264,              0.27484,              0.17794
             0.03523,              0.03516,              0.01751,              0.33157,              0.25714,              0.20704
             0.04102,              0.04346,              0.02224,              0.36435,              0.28526,              0.21466
             0.03385,              0.03979,              0.02491,              0.32063,              0.26290,              0.24547
             0.02973,              0.03174,              0.01788,              0.27181,              0.22184,              0.17271
             0.02467,              0.02686,              0.01642,              0.26508,              0.20833,              0.16757
             0.02578,              0.02637,              0.01334,              0.31933,              0.23581,              0.15678
             0.01910,              0.02319,              0.01074,              0.28000,              0.24869,              0.14062
             0.02089,              0.02612,              0.00789,              0.33542,              0.33230,              0.12618
             0.03095,              0.03418,              0.00794,              0.44277,              0.41420,              0.15354
             0.03770,              0.05249,              0.01196,              0.47445,              0.49539,              0.20000
             0.02819,              0.04248,              0.01271,              0.35368,              0.35366,              0.17368
             0.03382,              0.03955,              0.01092,              0.33039,              0.28571,              0.13889
             0.02949,              0.02759,              0.01538,              0.26565,              0.18802,              0.16105
             0.03016,              0.02783,              0.01696,              0.26264,              0.18689,              0.15398
             0.02297,              0.02417,              0.01764,              0.23077,              0.17679,              0.16964
             0.02394,              0.03027,              0.01625,              0.27607,              0.24458,              0.17365
             0.03977,              0.05347,              0.01446,              0.48423,              0.46105,              0.20755
             0.03565,              0.04639,              0.01282,              0.50262,              0.47030,              0.20958
             0.03807,              0.04370,              0.01321,              0.52000,              0.46494,              0.22364
             0.02972,              0.03638,              0.01237,              0.36951,              0.36609,              0.21222
             0.03638,              0.03857,              0.01032,              0.39451,              0.33833,              0.12176
             0.02991,              0.03418,              0.01250,              0.32415,              0.29598,              0.14219
             0.02426,              0.02686,              0.01057,              0.28438,              0.25114,              0.13107
             0.02943,              0.03687,              0.01122,              0.40404,              0.36473,              0.16800
             0.02417,              0.03223,              0.00971,              0.38000,              0.36565,              0.13975
             0.01659,              0.02612,              0.00798,              0.31136,              0.35667,              0.14789
             0.00864,              0.01660,              0.00634,              0.26904,              0.31193,              0.15207
             0.01660,              0.01709,              0.00456,              0.35833,              0.30172,              0.13613
             0.02379,              0.02319,              0.00700,              0.39721,              0.33569,              0.15351
