#           MSE_LOSS,        MSE_LOSS_NULL,       MSE_LOSS_INPUT,         JACCARD_LOSS,    JACCARD_LOSS_NULL,   JACCARD_LOSS_INPUT
             0.00433,              0.00797,              0.00452,              0.06897,              0.09599,              0.07031
             0.00233,              0.00416,              0.00247,              0.12681,              0.16770,              0.13767
             0.00360,              0.00693,              0.00341,              0.13010,              0.19409,              0.13397
             0.00156,              0.00339,              0.00192,              0.05830,              0.09670,              0.07348
             0.00441,              0.00824,              0.00385,              0.09749,              0.13472,              0.08859
             0.00420,              0.00763,              0.00324,              0.08340,              0.11364,              0.06283
             0.00273,              0.00410,              0.00156,              0.06497,              0.07807,              0.03902
             0.00589,              0.00993,              0.00542,              0.08027,              0.10039,              0.07574
             0.00163,              0.00341,              0.00165,              0.08712,              0.13343,              0.08511
             0.00426,              0.00898,              0.00503,              0.08161,              0.13191,              0.09667
             0.00545,              0.00920,              0.00414,              0.09704,              0.12260,              0.07153
             0.00666,              0.01180,              0.00561,              0.06510,              0.08791,              0.05334
             0.00332,              0.00606,              0.00308,              0.13249,              0.18203,              0.12449
             0.00351,              0.00562,              0.00256,              0.12049,              0.14562,              0.08589
             0.00409,              0.00808,              0.00394,              0.06735,              0.09523,              0.06032
             0.00341,              0.00824,              0.00511,              0.05177,              0.09028,              0.07552
             0.00168,              0.00272,              0.00110,              0.15598,              0.20523,              0.12513
             0.00434,              0.00781,              0.00342,              0.05964,              0.08192,              0.04795
             0.00437,              0.00917,              0.00483,              0.06723,              0.09892,              0.07201
             0.00485,              0.00726,              0.00326,              0.06253,              0.07461,              0.04362
             0.00267,              0.00631,              0.00404,              0.05634,              0.09057,              0.06937
             0.00398,              0.00662,              0.00286,              0.07078,              0.08814,              0.05020
             0.00203,              0.00410,              0.00204,              0.06469,              0.09693,              0.06576
             0.00127,              0.00254,              0.00141,              0.09356,              0.13760,              0.10993
             0.00394,              0.00765,              0.00415,              0.06917,              0.10310,              0.07392
             0.00491,              0.00991,              0.00590,              0.06975,              0.10060,              0.08079
             0.00705,              0.01263,              0.00668,              0.08709,              0.12143,              0.08823
             0.00364,              0.00671,              0.00396,              0.10056,              0.13478,              0.10360
             0.00245,              0.00479,              0.00288,              0.05369,              0.07745,              0.06297
             0.00585,              0.01120,              0.00589,              0.08179,              0.11445,              0.08225
             0.00321,              0.00613,              0.00351,              0.08011,              0.11311,              0.08567
             0.00405,              0.00888,              0.00481,              0.06183,              0.10076,              0.07298
             0.00115,              0.00315,              0.00203,              0.04407,              0.09959,              0.07568
             0.00421,              0.00786,              0.00466,              0.10090,              0.13737,              0.10662
             0.00276,              0.00717,              0.00439,              0.07584,              0.14020,              0.11534
             0.00541,              0.00790,              0.00317,              0.06713,              0.07650,              0.03979
             0.00420,              0.00857,              0.00435,              0.08710,              0.13372,              0.08885
             0.00419,              0.00821,              0.00430,              0.08189,              0.11906,              0.08118
             0.00363,              0.00560,              0.00241,              0.06421,              0.07825,              0.04337
             0.00276,              0.00651,              0.00358,              0.04943,              0.09010,              0.06526
             0.00422,              0.00894,              0.00472,              0.06906,              0.10325,              0.07423
             0.00035,              0.00049,              0.00017,              0.17391,              0.20879,              0.06410
             0.00347,              0.00707,              0.00393,              0.06247,              0.09622,              0.07240
             0.00495,              0.00673,              0.00287,              0.08299,              0.08548,              0.04851
             0.00215,              0.00423,              0.00253,              0.08261,              0.12158,              0.09238
             0.00366,              0.00839,              0.00519,              0.07350,              0.11757,              0.09575
             0.00175,              0.00380,              0.00205,              0.06713,              0.11221,              0.08427
             0.00452,              0.00881,              0.00442,              0.07577,              0.10722,              0.07312
             0.00282,              0.00523,              0.00254,              0.07057,              0.09563,              0.06031
             0.00462,              0.00863,              0.00450,              0.05655,              0.07925,              0.05574
             0.00457,              0.00785,              0.00328,              0.05737,              0.07524,              0.04172
             0.00398,              0.00804,              0.00412,              0.07401,              0.10716,              0.07099
             0.00395,              0.00735,              0.00338,              0.07306,              0.10092,              0.06390
             0.00240,              0.00487,              0.00259,              0.08131,              0.12028,              0.08177
             0.00371,              0.00748,              0.00420,              0.07142,              0.10413,              0.07860
             0.00436,              0.00825,              0.00463,              0.05924,              0.08238,              0.06311
             0.00410,              0.00735,              0.00325,              0.07520,              0.10528,              0.06380
             0.00298,              0.00457,              0.00192,              0.09588,              0.11046,              0.06426
             0.00393,              0.00834,              0.00415,              0.08395,              0.13829,              0.09400
             0.00485,              0.00973,              0.00520,              0.09157,              0.12960,              0.09390
             0.00238,              0.00465,              0.00242,              0.10752,              0.14959,              0.10667
             0.00313,              0.00590,              0.00332,              0.06156,              0.08583,              0.06169
             0.00366,              0.00834,              0.00528,              0.06985,              0.11234,              0.09330
             0.00310,              0.00664,              0.00396,              0.05887,              0.09346,              0.07585
             0.00323,              0.00487,              0.00194,              0.08545,              0.10115,              0.05348
             0.00434,              0.00880,              0.00490,              0.08238,              0.12169,              0.08828
             0.00532,              0.01120,              0.00622,              0.06601,              0.10051,              0.07473
             0.00220,              0.00585,              0.00334,              0.04145,              0.08105,              0.06055
             0.00364,              0.00702,              0.00357,              0.05866,              0.08875,              0.06129
             0.00476,              0.00870,              0.00455,              0.07633,              0.09935,              0.06774
             0.00419,              0.01027,              0.00613,              0.05264,              0.09392,              0.07271
             0.00517,              0.00851,              0.00337,              0.06472,              0.08168,              0.04195
             0.00484,              0.00941,              0.00458,              0.07499,              0.10975,              0.07438
             0.00374,              0.00693,              0.00291,              0.07316,              0.10312,              0.05282
             0.00117,              0.00176,              0.00089,              0.06420,              0.07192,              0.05232
             0.00383,              0.00789,              0.00441,              0.07605,              0.11557,              0.08507
             0.00371,              0.00813,              0.00448,              0.06825,              0.10830,              0.07876
             0.00505,              0.00983,              0.00487,              0.07953,              0.11350,              0.07707
             0.00136,              0.00252,              0.00150,              0.07046,              0.09423,              0.06841
             0.00423,              0.00830,              0.00447,              0.08989,              0.12759,              0.08485
             0.00211,              0.00389,              0.00200,              0.06303,              0.08967,              0.06187
             0.00268,              0.00730,              0.00511,              0.05053,              0.09756,              0.08614
