#        MSE_LOSS_t1,          MSE_LOSS_t2,          MSE_LOSS_t3,          MSE_LOSS_t4,          MSE_LOSS_t5,     MSE_LOSS_NULL_t1,     MSE_LOSS_NULL_t2,     MSE_LOSS_NULL_t3,     MSE_LOSS_NULL_t4,     MSE_LOSS_NULL_t5,     MSE_LOSS_INPUT_t1,    MSE_LOSS_INPUT_t2,    MSE_LOSS_INPUT_t3,    MSE_LOSS_INPUT_t4,    MSE_LOSS_INPUT_t5,     JACCARD_LOSS_t1,      JACCARD_LOSS_t2,      JACCARD_LOSS_t3,      JACCARD_LOSS_t4,      JACCARD_LOSS_t5,     JACCARD_LOSS_NULL_t1, JACCARD_LOSS_NULL_t2, JACCARD_LOSS_NULL_t3, JACCARD_LOSS_NULL_t4, JACCARD_LOSS_NULL_t5,     JACCARD_LOSS_INPUT_t1, JACCARD_LOSS_INPUT_t2, JACCARD_LOSS_INPUT_t3, JACCARD_LOSS_INPUT_t4, JACCARD_LOSS_INPUT_t5
             0.02060,              0.03732,              0.05491,              0.07722,              0.08746,              0.01538,              0.01489,              0.01294,              0.02490,              0.01147,              0.01670,              0.02839,              0.04589,              0.06037,              0.08121,              0.26854,              0.40898,              0.53564,              0.63550,              0.68819,              0.16364,              0.15803,              0.13217,              0.21842,              0.09853,              0.21932,              0.33584,              0.49070,              0.56926,              0.67052
             0.00854,              0.01619,              0.02889,              0.04007,              0.05396,              0.01514,              0.01172,              0.01294,              0.01147,              0.01465,              0.00634,              0.01038,              0.01869,              0.03104,              0.04224,              0.23899,              0.39884,              0.61000,              0.71186,              0.80783,              0.34254,              0.26667,              0.27604,              0.22066,              0.23346,              0.19737,              0.28481,              0.46821,              0.65500,              0.75527
             0.01569,              0.02421,              0.03372,              0.04241,              0.05026,              0.01416,              0.01221,              0.01196,              0.01562,              0.00977,              0.01084,              0.01994,              0.02888,              0.03637,              0.04425,              0.25532,              0.34954,              0.46626,              0.59062,              0.68012,              0.17901,              0.16181,              0.16897,              0.23358,              0.16194,              0.18692,              0.29664,              0.40549,              0.51562,              0.62300
             0.00724,              0.01555,              0.02082,              0.03297,              0.04241,              0.01245,              0.01440,              0.01636,              0.01758,              0.01099,              0.00677,              0.01052,              0.01978,              0.02992,              0.04119,              0.21212,              0.42941,              0.60667,              0.84118,              0.98352,              0.26842,              0.32240,              0.37017,              0.40223,              0.26471,              0.20339,              0.32704,              0.57692,              0.81595,              0.98305
             0.00817,              0.01359,              0.02042,              0.02715,              0.02483,              0.01611,              0.00830,              0.00854,              0.00879,              0.00708,              0.01455,              0.01378,              0.01814,              0.02560,              0.02979,              0.12647,              0.19940,              0.29641,              0.38580,              0.38754,              0.17647,              0.09770,              0.10264,              0.11111,              0.09699,              0.19008,              0.19403,              0.26190,              0.35952,              0.42765
             0.00195,              0.00439,              0.00610,              0.00635,              0.00635,              0.00195,              0.00244,              0.00171,              0.00024,              0.00000,              0.00000,              0.00195,              0.00439,              0.00610,              0.00635,              1.00000,              1.00000,              1.00000,              1.00000,              1.00000,              1.00000,              0.55556,              0.28000,              0.03846,              0.00000,              0.00000,              1.00000,              1.00000,              1.00000,              1.00000
             0.00769,              0.01761,              0.02332,              0.03112,              0.03723,              0.01221,              0.01465,              0.00757,              0.00879,              0.00415,              0.00586,              0.00975,              0.01923,              0.02548,              0.03392,              0.24375,              0.44670,              0.50485,              0.62332,              0.68936,              0.29412,              0.31414,              0.16062,              0.17822,              0.08586,              0.18954,              0.31515,              0.44615,              0.54854,              0.65044
             0.01221,              0.02124,              0.03016,              0.03645,              0.04351,              0.02124,              0.00903,              0.00635,              0.00635,              0.00781,              0.00953,              0.01590,              0.02590,              0.03488,              0.04325,              0.25703,              0.36194,              0.46503,              0.54266,              0.64483,              0.31985,              0.14068,              0.09455,              0.09155,              0.11189,              0.20000,              0.30769,              0.42593,              0.53125,              0.63823
             0.01074,              0.01554,              0.02507,              0.03467,              0.04850,              0.01343,              0.00659,              0.01001,              0.01050,              0.02002,              0.00486,              0.01143,              0.01999,              0.03329,              0.04628,              0.18047,              0.21330,              0.29581,              0.41099,              0.60278,              0.16467,              0.07584,              0.10761,              0.11111,              0.21867,              0.09524,              0.17442,              0.25895,              0.39164,              0.54188
             0.01456,              0.02838,              0.04028,              0.04651,              0.04571,              0.02466,              0.02588,              0.01855,              0.01270,              0.00806,              0.01488,              0.02696,              0.03625,              0.04431,              0.04457,              0.17647,              0.34414,              0.51862,              0.64669,              0.72695,              0.20654,              0.25420,              0.23313,              0.20553,              0.16418,              0.16981,              0.28899,              0.43883,              0.57692,              0.67568
