#        MSE_LOSS_t1,          MSE_LOSS_t2,          MSE_LOSS_t3,          MSE_LOSS_t4,          MSE_LOSS_t5,     MSE_LOSS_NULL_t1,     MSE_LOSS_NULL_t2,     MSE_LOSS_NULL_t3,     MSE_LOSS_NULL_t4,     MSE_LOSS_NULL_t5,     MSE_LOSS_INPUT_t1,    MSE_LOSS_INPUT_t2,    MSE_LOSS_INPUT_t3,    MSE_LOSS_INPUT_t4,    MSE_LOSS_INPUT_t5,     JACCARD_LOSS_t1,      JACCARD_LOSS_t2,      JACCARD_LOSS_t3,      JACCARD_LOSS_t4,      JACCARD_LOSS_t5,     JACCARD_LOSS_NULL_t1, JACCARD_LOSS_NULL_t2, JACCARD_LOSS_NULL_t3, JACCARD_LOSS_NULL_t4, JACCARD_LOSS_NULL_t5,     JACCARD_LOSS_INPUT_t1, JACCARD_LOSS_INPUT_t2, JACCARD_LOSS_INPUT_t3, JACCARD_LOSS_INPUT_t4, JACCARD_LOSS_INPUT_t5
             0.01266,              0.02233,              0.02886,              0.03339,              0.04218,              0.00659,              0.00854,              0.00464,              0.00513,              0.00635,              0.01236,              0.02225,              0.02880,              0.03447,              0.03891,              0.12717,              0.20646,              0.24263,              0.26723,              0.31260,              0.05411,              0.06972,              0.03808,              0.04167,              0.05253,              0.12139,              0.20180,              0.24301,              0.27136,              0.28780
             0.02091,              0.03178,              0.04424,              0.05366,              0.06270,              0.01001,              0.00830,              0.00854,              0.00879,              0.00610,              0.01431,              0.02510,              0.03626,              0.04878,              0.05805,              0.27835,              0.35646,              0.43792,              0.50633,              0.54563,              0.11421,              0.09605,              0.09887,              0.10141,              0.06849,              0.20899,              0.30175,              0.37442,              0.47826,              0.53002
             0.00845,              0.02210,              0.03708,              0.05157,              0.06299,              0.00635,              0.01147,              0.01514,              0.01538,              0.01074,              0.00495,              0.01312,              0.02570,              0.03945,              0.05354,              0.15517,              0.30838,              0.45251,              0.57662,              0.65301,              0.09420,              0.16263,              0.20946,              0.22028,              0.16236,              0.09507,              0.21290,              0.33529,              0.46978,              0.58333
             0.01420,              0.02162,              0.02967,              0.04084,              0.05240,              0.00830,              0.00684,              0.00635,              0.00952,              0.00879,              0.01364,              0.02098,              0.02649,              0.03572,              0.04746,              0.18735,              0.25446,              0.29851,              0.37426,              0.42435,              0.08947,              0.07235,              0.06566,              0.09653,              0.08845,              0.17936,              0.25114,              0.27391,              0.33603,              0.39848
             0.00530,              0.01271,              0.02119,              0.03193,              0.03697,              0.00415,              0.00610,              0.00732,              0.00903,              0.00439,              0.00209,              0.00717,              0.01418,              0.02312,              0.03355,              0.15135,              0.27536,              0.39496,              0.50730,              0.55749,              0.09497,              0.12690,              0.13761,              0.15102,              0.07143,              0.08721,              0.18085,              0.30189,              0.41975,              0.52899
             0.01266,              0.02195,              0.03023,              0.03836,              0.04428,              0.00342,              0.00220,              0.00317,              0.00562,              0.00342,              0.01139,              0.02077,              0.02894,              0.03521,              0.04281,              0.18182,              0.26316,              0.33495,              0.39151,              0.44037,              0.04094,              0.02624,              0.03790,              0.06686,              0.04142,              0.16848,              0.25253,              0.32282,              0.36516,              0.42956
             0.00920,              0.01306,              0.01809,              0.02399,              0.02709,              0.00439,              0.00317,              0.00366,              0.00439,              0.00488,              0.00844,              0.01336,              0.01683,              0.02115,              0.02607,              0.13279,              0.17241,              0.22423,              0.28244,              0.32653,              0.05028,              0.03714,              0.04360,              0.05357,              0.06231,              0.12195,              0.17323,              0.20619,              0.25635,              0.31000
             0.00636,              0.01355,              0.02209,              0.02812,              0.03320,              0.00464,              0.00879,              0.00781,              0.00513,              0.00562,              0.00540,              0.00991,              0.01650,              0.02385,              0.02967,              0.09770,              0.17614,              0.26558,              0.33156,              0.38961,              0.05539,              0.10557,              0.09610,              0.06502,              0.07302,              0.07714,              0.13714,              0.21170,              0.28571,              0.35248
             0.00362,              0.00618,              0.01080,              0.01531,              0.01975,              0.00269,              0.00146,              0.00464,              0.00342,              0.00439,              0.00321,              0.00516,              0.00805,              0.01233,              0.01655,              0.08295,              0.13778,              0.22041,              0.27308,              0.31900,              0.05189,              0.02765,              0.08190,              0.05833,              0.07059,              0.08019,              0.12273,              0.18376,              0.23695,              0.28409
             0.00702,              0.01722,              0.02644,              0.03450,              0.04399,              0.00586,              0.00903,              0.00903,              0.00732,              0.01196,              0.00260,              0.00902,              0.01849,              0.02723,              0.03511,              0.13808,              0.29412,              0.42066,              0.51220,              0.61184,              0.10042,              0.15226,              0.15812,              0.13333,              0.21212,              0.06579,              0.17284,              0.31274,              0.42857,              0.51736
             0.00462,              0.01744,              0.03109,              0.05006,              0.06142,              0.00439,              0.01147,              0.01416,              0.01782,              0.01050,              0.00116,              0.00603,              0.01867,              0.03235,              0.05093,              0.20202,              0.50685,              0.65657,              0.77612,              0.81877,              0.18367,              0.32414,              0.29000,              0.27341,              0.14098,              0.07229,              0.27273,              0.53425,              0.68182,              0.78358
             0.00605,              0.00721,              0.01061,              0.01391,              0.01805,              0.00488,              0.00171,              0.00269,              0.00293,              0.00439,              0.00233,              0.00691,              0.00803,              0.01098,              0.01416,              0.21678,              0.23288,              0.30405,              0.39216,              0.46061,              0.15038,              0.05691,              0.09322,              0.11009,              0.16216,              0.09559,              0.22449,              0.22973,              0.31788,              0.38961
             0.00494,              0.00931,              0.01401,              0.01798,              0.02301,              0.00464,              0.00269,              0.00317,              0.00269,              0.00537,              0.00453,              0.00723,              0.01139,              0.01602,              0.01995,              0.13846,              0.21359,              0.29545,              0.35043,              0.43902,              0.10000,              0.05882,              0.07027,              0.06077,              0.12360,              0.12632,              0.17157,              0.25116,              0.31466,              0.39024
             0.01547,              0.02791,              0.03691,              0.04735,              0.05788,              0.01147,              0.00928,              0.00806,              0.01221,              0.00977,              0.00796,              0.02030,              0.03073,              0.03964,              0.04944,              0.26846,              0.39210,              0.47443,              0.53747,              0.59670,              0.17279,              0.14559,              0.12992,              0.18797,              0.14706,              0.15141,              0.30794,              0.41056,              0.48219,              0.54478
             0.00788,              0.01435,              0.01806,              0.02134,              0.02636,              0.00513,              0.00366,              0.00220,              0.00195,              0.00586,              0.00433,              0.01125,              0.01674,              0.01941,              0.02239,              0.19403,              0.30909,              0.35526,              0.39316,              0.44758,              0.10825,              0.07692,              0.04615,              0.04082,              0.11538,              0.12632,              0.25822,              0.34081,              0.36364,              0.40426
             0.01167,              0.01900,              0.02827,              0.03493,              0.04442,              0.00854,              0.00586,              0.00854,              0.00635,              0.00830,              0.00743,              0.01521,              0.02305,              0.03199,              0.03979,              0.14805,              0.22807,              0.31265,              0.35335,              0.43545,              0.09211,              0.06469,              0.09537,              0.07345,              0.09884,              0.09626,              0.18528,              0.26150,              0.32791,              0.38731
             0.01907,              0.03126,              0.04125,              0.05363,              0.06486,              0.00854,              0.00586,              0.00562,              0.00903,              0.00830,              0.01522,              0.02780,              0.03852,              0.04792,              0.06012,              0.17219,              0.23824,              0.29535,              0.35387,              0.40499,              0.06206,              0.04270,              0.04064,              0.06412,              0.05944,              0.13997,              0.21691,              0.28182,              0.32504,              0.37709
             0.01338,              0.02433,              0.03581,              0.04779,              0.05952,              0.00708,              0.00659,              0.00635,              0.00757,              0.00781,              0.01045,              0.01941,              0.03057,              0.04270,              0.05534,              0.16667,              0.26995,              0.36306,              0.43984,              0.49442,              0.07859,              0.07181,              0.06753,              0.07990,              0.08355,              0.14099,              0.23415,              0.32604,              0.40481,              0.46617
             0.00912,              0.01596,              0.02071,              0.02536,              0.03024,              0.00269,              0.00562,              0.00317,              0.00464,              0.00806,              0.00768,              0.01429,              0.01921,              0.02362,              0.02758,              0.15924,              0.22754,              0.28406,              0.32853,              0.38527,              0.03793,              0.07692,              0.04422,              0.06574,              0.11702,              0.13916,              0.20973,              0.26531,              0.30571,              0.35211
             0.00518,              0.00897,              0.01504,              0.01888,              0.02250,              0.00366,              0.00317,              0.00439,              0.00415,              0.00317,              0.00317,              0.00710,              0.01114,              0.01694,              0.02087,              0.11454,              0.19917,              0.27823,              0.34375,              0.39163,              0.06787,              0.06075,              0.08654,              0.08543,              0.06771,              0.07489,              0.16387,              0.21457,              0.31225,              0.36502
             0.00774,              0.01833,              0.02757,              0.03941,              0.05113,              0.00586,              0.00854,              0.00928,              0.01074,              0.01001,              0.00423,              0.01012,              0.01940,              0.02910,              0.04114,              0.13214,              0.26230,              0.35758,              0.46978,              0.55076,              0.08989,              0.12868,              0.13523,              0.15068,              0.13805,              0.06934,              0.15789,              0.26710,              0.37941,              0.47568
             0.00701,              0.01456,              0.02098,              0.02789,              0.03543,              0.00244,              0.00391,              0.00220,              0.00366,              0.00562,              0.00591,              0.01211,              0.01920,              0.02575,              0.03186,              0.09610,              0.16912,              0.23843,              0.28412,              0.34839,              0.02762,              0.04348,              0.02479,              0.04144,              0.06336,              0.08684,              0.14179,              0.22326,              0.26517,              0.32096
             0.01408,              0.02033,              0.02875,              0.03892,              0.05123,              0.00342,              0.00269,              0.00732,              0.00635,              0.01172,              0.01302,              0.02043,              0.02652,              0.03427,              0.04373,              0.16136,              0.21806,              0.28694,              0.35700,              0.43021,              0.03325,              0.02625,              0.07075,              0.06161,              0.10835,              0.15718,              0.21586,              0.26609,              0.32568,              0.38523
             0.00759,              0.01693,              0.02597,              0.03875,              0.04816,              0.00708,              0.00757,              0.00732,              0.01196,              0.01001,              0.00327,              0.01011,              0.01918,              0.02770,              0.03960,              0.19307,              0.34071,              0.45817,              0.55593,              0.61862,              0.14428,              0.14419,              0.12931,              0.18148,              0.13487,              0.10638,              0.22772,              0.38158,              0.47036,              0.57576
             0.00752,              0.01493,              0.02266,              0.03114,              0.03905,              0.00293,              0.00439,              0.00464,              0.00513,              0.00439,              0.00670,              0.01194,              0.01822,              0.02717,              0.03633,              0.17355,              0.26587,              0.36996,              0.46897,              0.53605,              0.05381,              0.08333,              0.09005,              0.10145,              0.08911,              0.15510,              0.21912,              0.31061,              0.42160,              0.51438
             0.03295,              0.05558,              0.07950,              0.10154,              0.12179,              0.01392,              0.01001,              0.01172,              0.01611,              0.01343,              0.02833,              0.04889,              0.07058,              0.09286,              0.11455,              0.22250,              0.30090,              0.37708,              0.43829,              0.49186,              0.07830,              0.05556,              0.06341,              0.08527,              0.07069,              0.19670,              0.27758,              0.34829,              0.41130,              0.47368
             0.00098,              0.00342,              0.00854,              0.01123,              0.01392,              0.00098,              0.00244,              0.00513,              0.00269,              0.00269,              0.00000,              0.00098,              0.00342,              0.00854,              0.01123,              1.00000,              1.00000,              1.00000,              1.00000,              1.00000,              1.00000,              0.71429,              0.60000,              0.23913,              0.19298,              0.00000,              1.00000,              1.00000,              1.00000,              1.00000
             0.01030,              0.01761,              0.02583,              0.03306,              0.04233,              0.00610,              0.00586,              0.00537,              0.00464,              0.00854,              0.00640,              0.01497,              0.02074,              0.02898,              0.03566,              0.12207,              0.17188,              0.24790,              0.30285,              0.36653,              0.06010,              0.05621,              0.05057,              0.04388,              0.08178,              0.08029,              0.15332,              0.20779,              0.27105,              0.31526
             0.01381,              0.02755,              0.03613,              0.04328,              0.05132,              0.00684,              0.01001,              0.00635,              0.00610,              0.00464,              0.00866,              0.02025,              0.03216,              0.03996,              0.04737,              0.16067,              0.27505,              0.32797,              0.37403,              0.41971,              0.07235,              0.10000,              0.06311,              0.06083,              0.04623,              0.11278,              0.21670,              0.29713,              0.35294,              0.39739
             0.00248,              0.00316,              0.00377,              0.00643,              0.00929,              0.00195,              0.00171,              0.00049,              0.00220,              0.00366,              0.00145,              0.00317,              0.00331,              0.00423,              0.00682,              0.11364,              0.11852,              0.14599,              0.21918,              0.26974,              0.06250,              0.05303,              0.01538,              0.06716,              0.10714,              0.07143,              0.11278,              0.13139,              0.16429,              0.20690
