# TRAINING ITERATION,           G_LOSS,           D_LOSS,         MSE_LOSS,     JACCARD_LOSS
                 132,         -2.73308,        -38.70144,          0.12831,          0.96303
                 133,         -2.73210,        -28.35026,          0.13035,          0.95595
                 134,         -2.73947,        -36.69871,          0.13906,          0.95283
                 135,         -2.99598,        -29.43487,          0.12604,          0.96442
                 136,         -2.67656,        -22.44488,          0.13494,          0.95726
                 137,         -2.64830,        -27.50849,          0.13389,          0.95453
                 138,         -2.63016,        -20.25609,          0.13541,          0.96009
                 139,         -2.76275,        -24.99687,          0.12808,          0.96632
                 140,         -2.74544,        -23.67889,          0.12996,          0.96007
                 141,         -2.73282,        -25.21421,          0.13258,          0.95464
                 142,         -2.59417,        -19.28839,          0.12999,          0.96055
                 143,         -2.79726,        -31.49424,          0.12982,          0.96304
                 144,         -2.65943,        -18.10907,          0.13924,          0.95592
                 145,         -2.58877,        -19.67529,          0.13588,          0.95925
                 146,         -2.92632,        -15.54612,          0.13617,          0.95982
                 147,         -2.86078,        -18.78380,          0.13454,          0.96255
                 148,         -2.74097,        -22.30475,          0.12894,          0.95947
                 149,         -2.87089,        -22.04706,          0.13445,          0.95904
                 150,         -2.85335,        -22.12795,          0.12585,          0.96665
                 151,         -2.72345,        -44.08837,          0.13615,          0.95536
                 152,         -2.76914,        -22.86168,          0.13364,          0.95895
                 153,         -2.77502,        -22.18331,          0.12716,          0.96438
                 154,         -2.75296,        -31.46752,          0.13631,          0.96044
                 155,         -2.82921,        -22.99869,          0.12878,          0.96246
                 156,         -2.69647,        -18.34178,          0.13482,          0.95988
                 157,         -2.65900,        -17.28830,          0.14523,          0.95242
                 158,         -2.80589,        -19.90999,          0.13315,          0.95862
                 159,         -2.66889,        -25.59066,          0.13668,          0.96005
                 160,         -2.84807,        -18.74043,          0.13489,          0.95847
                 161,         -2.85653,        -33.91430,          0.12899,          0.96413
                 162,         -2.79681,        -14.37088,          0.13328,          0.96101
                 163,         -2.83235,        -26.43019,          0.13017,          0.96258
                 164,         -2.74993,        -11.42127,          0.12453,          0.96653
                 165,         -2.71065,        -18.29491,          0.13810,          0.95901
                 166,         -2.57882,        -22.22044,          0.14143,          0.95840
                 167,         -2.81903,        -16.99873,          0.13403,          0.96522
                 168,         -2.75458,        -11.95505,          0.13235,          0.95536
                 169,         -2.68823,        -15.03138,          0.13233,          0.95945
                 170,         -2.76968,        -18.23549,          0.13619,          0.95441
                 171,         -2.71796,        -18.95756,          0.13172,          0.96114
                 172,         -2.63139,        -14.96225,          0.13770,          0.95325
                 173,         -2.83207,        -14.46926,          0.13679,          0.96186
                 174,         -2.62708,        -15.92293,          0.13408,          0.95895
                 175,         -2.78493,         -9.96348,          0.13417,          0.95774
                 176,         -2.89479,        -17.86375,          0.12663,          0.96636
                 177,         -2.68873,        -18.95822,          0.14444,          0.95432
                 178,         -2.91097,        -17.44140,          0.13618,          0.96094
                 179,         -2.60539,        -20.77651,          0.14213,          0.95389
                 180,         -2.81394,        -24.29634,          0.13685,          0.95758
                 181,         -2.75563,        -19.78995,          0.13914,          0.95961
                 182,         -2.83003,        -16.91201,          0.13433,          0.96135
                 183,         -2.93143,        -14.60352,          0.12995,          0.96484
                 184,         -2.66991,        -14.28905,          0.13170,          0.95788
                 185,         -2.83387,        -12.44098,          0.13236,          0.95891
                 186,         -2.80859,        -14.13189,          0.12991,          0.95532
                 187,         -2.69236,        -16.13598,          0.14005,          0.95844
                 188,         -2.75824,        -18.08144,          0.13010,          0.96122
                 189,         -2.75664,        -15.90109,          0.13750,          0.95453
                 190,         -2.99048,        -15.83147,          0.12850,          0.96036
                 191,         -2.82066,        -16.02937,          0.13615,          0.95679
                 192,         -2.85615,        -14.29600,          0.13758,          0.95966
                 193,         -2.75655,        -18.92704,          0.14399,          0.95516
                 194,         -2.87122,        -25.08816,          0.13156,          0.95656
                 195,         -2.98373,         -8.35761,          0.13214,          0.96124
                 196,         -2.80034,        -11.93960,          0.13668,          0.95499
                 197,         -2.99550,        -11.12892,          0.13215,          0.96150
                 198,         -2.84670,        -14.47426,          0.13969,          0.95448
                 199,         -2.70107,        -13.51646,          0.14517,          0.95548
                 200,         -2.75758,        -10.78824,          0.13871,          0.95734
                 201,         -2.68296,        -10.67248,          0.14884,          0.95021
                 202,         -2.81505,        -17.71258,          0.14723,          0.95508
                 203,         -2.91302,        -12.90454,          0.13265,          0.96013
                 204,         -2.93147,        -14.59664,          0.14005,          0.95776
                 205,         -3.04940,        -15.97739,          0.13504,          0.96100
                 206,         -2.92327,        -11.92439,          0.13594,          0.96052
                 207,         -2.84388,         -9.74863,          0.13812,          0.95483
                 208,         -2.94109,        -12.94879,          0.13366,          0.96120
                 209,         -2.73560,        -11.28662,          0.14360,          0.94676
                 210,         -2.85466,        -12.18794,          0.13412,          0.95943
                 211,         -2.88415,        -10.23921,          0.14411,          0.94537
                 212,         -2.78661,         -7.88362,          0.14267,          0.95295
                 213,         -2.82713,        -10.04754,          0.14055,          0.95333
                 214,         -2.77425,         -9.80478,          0.13892,          0.95230
                 215,         -3.10255,        -10.47642,          0.13150,          0.95899
                 216,         -2.80782,        -12.29074,          0.13713,          0.95779
                 217,         -3.01657,         -9.19349,          0.12904,          0.96178
                 218,         -2.76679,        -16.42846,          0.13751,          0.95004
                 219,         -2.79875,         -7.97168,          0.13356,          0.95602
                 220,         -3.02746,         -9.32052,          0.13609,          0.95839
                 221,         -2.73290,        -11.04648,          0.13710,          0.95563
                 222,         -2.73613,         -8.30879,          0.13434,          0.96065
                 223,         -2.89038,         -9.24801,          0.13602,          0.95975
                 224,         -2.96944,         -9.59944,          0.13904,          0.95541
                 225,         -2.90157,        -10.69647,          0.13765,          0.95442
                 226,         -2.76590,         -8.12582,          0.13950,          0.95453
                 227,         -2.93294,        -10.19688,          0.14151,          0.95268
                 228,         -2.87967,        -14.26884,          0.13323,          0.95754
                 229,         -2.82581,        -11.72269,          0.12849,          0.95869
                 230,         -2.83218,         -7.62843,          0.13872,          0.95328
                 231,         -2.69788,        -10.13127,          0.13899,          0.95625
                 232,         -2.80812,        -10.89127,          0.13939,          0.94857
                 233,         -2.61958,         -8.70696,          0.13703,          0.95984
                 234,         -2.73691,         -6.32823,          0.14017,          0.95050
                 235,         -2.92675,        -10.79152,          0.13973,          0.95367
                 236,         -2.78235,         -9.77926,          0.13385,          0.95878
                 237,         -2.68430,         -5.95282,          0.14066,          0.95550
                 238,         -2.85301,         -9.61364,          0.13585,          0.95847
                 239,         -2.88917,         -9.07656,          0.13620,          0.95840
                 240,         -2.75455,        -12.96067,          0.13937,          0.95845
                 241,         -2.84317,         -9.51362,          0.13769,          0.95705
                 242,         -2.89460,         -7.23358,          0.13617,          0.96083
                 243,         -2.88219,         -8.55926,          0.14375,          0.95420
                 244,         -2.87450,         -7.04540,          0.13524,          0.95905
                 245,         -2.68694,        -10.21474,          0.14327,          0.95282
                 246,         -2.90323,         -9.95425,          0.13825,          0.95763
                 247,         -2.74920,        -10.86540,          0.12909,          0.96204
                 248,         -2.70877,         -8.77141,          0.13604,          0.95824
                 249,         -2.70648,        -10.60925,          0.13899,          0.96243
                 250,         -2.92721,         -8.78058,          0.14017,          0.95826
                 251,         -2.60439,         -9.64256,          0.14028,          0.95736
                 252,         -2.78339,        -10.48312,          0.13578,          0.95932
                 253,         -2.91944,         -7.19374,          0.13491,          0.95716
                 254,         -2.74321,         -8.88866,          0.14727,          0.94920
                 255,         -2.68425,         -8.48731,          0.14051,          0.95656
                 256,         -2.92521,         -8.53338,          0.13174,          0.95804
                 257,         -2.83903,        -10.06819,          0.13314,          0.95905
                 258,         -2.78647,        -10.28209,          0.14580,          0.94857
                 259,         -2.78580,         -8.08944,          0.13660,          0.95331
                 260,         -2.70312,         -7.27923,          0.13876,          0.95441
                 261,         -2.75988,        -10.97134,          0.14907,          0.95096
                 262,         -2.85269,         -7.63926,          0.14802,          0.94625
                 263,         -2.74900,         -8.14380,          0.13144,          0.96065
                 264,         -3.00423,        -11.56161,          0.13995,          0.95076
                 265,         -2.74895,         -6.20902,          0.13579,          0.95714
                 266,         -2.95776,        -11.75608,          0.13576,          0.96222
                 267,         -2.86106,         -7.22769,          0.14046,          0.94953
                 268,         -2.70539,         -7.27380,          0.14778,          0.95047
                 269,         -2.70399,         -6.73802,          0.13580,          0.95727
                 270,         -2.79931,         -9.50801,          0.13709,          0.95224
                 271,         -2.74838,         -7.88357,          0.13035,          0.95257
                 272,         -2.90891,         -7.58776,          0.14205,          0.95178
                 273,         -2.62090,         -8.00321,          0.13951,          0.95048
                 274,         -2.77275,         -6.26437,          0.14446,          0.95335
                 275,         -2.78670,         -7.76607,          0.14203,          0.95180
                 276,         -2.85050,         -4.52568,          0.13894,          0.95876
                 277,         -2.77154,        -13.76954,          0.14154,          0.95720
                 278,         -2.72949,        -10.35117,          0.14489,          0.95163
                 279,         -2.63458,         -5.51746,          0.13720,          0.95405
                 280,         -2.65074,         -7.15603,          0.13881,          0.95738
                 281,         -2.71784,         -6.47560,          0.13040,          0.95932
                 282,         -2.72225,         -9.08829,          0.14190,          0.95747
                 283,         -2.80612,         -5.14514,          0.13073,          0.95889
                 284,         -2.65048,         -5.69048,          0.13515,          0.96198
                 285,         -2.66401,         -5.13990,          0.14588,          0.95124
                 286,         -2.71095,         -9.03449,          0.14009,          0.95694
                 287,         -2.77286,         -8.03733,          0.14013,          0.95687
                 288,         -2.72208,         -6.72864,          0.14301,          0.95173
                 289,         -2.78371,         -5.54401,          0.13729,          0.96276
                 290,         -2.68352,         -6.79357,          0.13872,          0.95440
                 291,         -2.65301,         -6.99599,          0.13918,          0.95308
                 292,         -2.59270,         -7.25030,          0.14001,          0.95560
                 293,         -2.71241,         -5.03247,          0.13982,          0.95542
                 294,         -2.65509,         -5.78382,          0.14623,          0.95163
                 295,         -2.69891,         -7.65049,          0.13807,          0.95835
                 296,         -2.55494,         -7.13792,          0.13877,          0.95744
                 297,         -2.68857,         -6.32797,          0.13448,          0.95957
                 298,         -2.69980,         -5.82198,          0.13785,          0.95857
                 299,         -2.79916,         -6.22520,          0.13759,          0.95541
                 300,         -2.56763,         -7.71323,          0.14734,          0.95644
                 301,         -2.72326,         -6.45984,          0.14124,          0.94784
                 302,         -2.84023,         -8.11500,          0.13187,          0.95969
                 303,         -2.59041,         -7.27297,          0.14528,          0.95382
                 304,         -2.56253,         -4.96246,          0.14215,          0.95684
                 305,         -2.89971,         -8.21672,          0.14248,          0.95049
                 306,         -2.71378,         -7.83376,          0.14035,          0.95134
                 307,         -2.65027,         -5.55862,          0.13963,          0.95529
                 308,         -2.79359,         -7.64044,          0.13443,          0.95588
                 309,         -2.95975,         -6.63173,          0.13535,          0.95635
                 310,         -2.59487,         -5.38161,          0.14441,          0.95019
                 311,         -2.58902,         -8.25126,          0.14120,          0.95118
                 312,         -2.77551,         -6.38411,          0.14328,          0.95127
                 313,         -2.83975,         -4.91643,          0.13540,          0.95195
                 314,         -2.83857,         -9.84382,          0.14740,          0.95304
                 315,         -2.70287,         -7.12673,          0.14177,          0.95220
                 316,         -2.82504,         -3.47837,          0.13274,          0.96355
                 317,         -2.71658,        -10.43884,          0.14053,          0.95564
                 318,         -2.60580,         -5.54402,          0.13762,          0.95282
                 319,         -2.62624,         -8.68880,          0.14274,          0.94940
                 320,         -2.62344,         -4.37104,          0.14147,          0.95248
                 321,         -2.60533,         -5.67760,          0.13657,          0.95900
                 322,         -2.77939,         -6.16769,          0.13944,          0.95203
                 323,         -2.74017,         -5.58110,          0.13504,          0.95771
                 324,         -2.62204,         -5.11144,          0.13468,          0.95655
                 325,         -2.75232,         -4.46306,          0.14118,          0.95018
                 326,         -2.63518,         -4.74099,          0.13421,          0.95669
                 327,         -2.56227,         -5.48621,          0.14438,          0.95197
                 328,         -2.79276,         -5.42939,          0.14082,          0.94978
                 329,         -2.76649,         -4.52438,          0.13291,          0.94955
                 330,         -2.85392,         -3.19317,          0.13976,          0.94860
                 331,         -2.65379,         -6.65160,          0.14659,          0.95198
                 332,         -2.80640,         -5.35309,          0.13723,          0.95122
                 333,         -2.61607,         -4.82801,          0.13746,          0.95011
                 334,         -2.87754,         -3.84840,          0.13737,          0.95065
                 335,         -2.56559,         -5.32425,          0.14364,          0.94574
                 336,         -2.77357,         -4.15501,          0.14247,          0.94886
                 337,         -2.50586,         -4.09887,          0.14225,          0.94842
                 338,         -2.63538,         -5.87498,          0.13604,          0.94899
                 339,         -2.50569,         -6.06470,          0.14185,          0.94868
                 340,         -2.69510,         -5.27216,          0.13208,          0.95088
                 341,         -2.70729,         -4.37076,          0.13340,          0.95154
                 342,         -2.53921,         -4.35510,          0.13429,          0.95967
                 343,         -2.62617,         -3.93990,          0.13420,          0.95418
                 344,         -2.59270,         -4.36596,          0.13384,          0.95835
                 345,         -2.62795,         -3.76471,          0.13440,          0.95365
                 346,         -2.66488,         -4.52208,          0.12644,          0.96041
                 347,         -2.48189,         -2.79786,          0.13522,          0.94805
                 348,         -2.64680,         -7.29299,          0.13550,          0.95885
                 349,         -2.79011,         -4.07521,          0.12827,          0.95929
                 350,         -2.55531,         -5.96090,          0.13641,          0.95099
                 351,         -2.67170,         -4.76002,          0.12833,          0.95759
                 352,         -2.48433,         -5.19642,          0.12935,          0.95824
                 353,         -2.71641,         -4.80730,          0.13063,          0.95473
                 354,         -2.60090,         -4.25734,          0.13096,          0.94752
                 355,         -2.66309,         -5.82645,          0.13028,          0.95524
                 356,         -2.58841,         -3.83135,          0.12025,          0.96258
                 357,         -2.54913,         -4.63154,          0.12781,          0.95705
                 358,         -2.68391,         -4.70284,          0.13123,          0.94727
                 359,         -2.66198,         -5.67008,          0.13567,          0.94670
                 360,         -2.71875,         -5.94321,          0.12981,          0.95550
                 361,         -2.75112,         -4.77885,          0.13700,          0.95032
                 362,         -2.61209,         -3.34380,          0.13543,          0.95152
                 363,         -2.63968,         -4.09691,          0.13618,          0.94642
                 364,         -2.58700,         -3.34271,          0.13394,          0.95305
                 365,         -2.63822,         -5.24179,          0.13131,          0.94909
                 366,         -2.51280,         -3.58464,          0.13151,          0.95384
                 367,         -2.72454,         -3.40647,          0.12885,          0.95103
                 368,         -2.58264,         -4.74252,          0.12412,          0.95823
                 369,         -2.52121,         -3.43828,          0.12926,          0.94767
                 370,         -2.60393,         -4.76075,          0.13830,          0.95011
                 371,         -2.55824,         -3.06470,          0.13010,          0.95267
                 372,         -2.64906,         -4.55731,          0.13422,          0.95406
                 373,         -2.67350,         -4.39038,          0.12258,          0.95438
                 374,         -2.37592,         -4.04057,          0.13348,          0.95368
                 375,         -2.40507,         -3.74665,          0.12438,          0.95570
                 376,         -2.67810,         -5.34947,          0.13069,          0.95259
                 377,         -2.64662,         -4.09262,          0.12324,          0.95398
                 378,         -2.60122,         -3.46826,          0.12820,          0.95196
                 379,         -2.57270,         -4.03561,          0.13387,          0.94866
                 380,         -2.65117,         -4.83610,          0.13478,          0.95009
                 381,         -2.71880,         -4.30659,          0.12328,          0.96034
                 382,         -2.47914,         -3.73261,          0.12370,          0.95533
                 383,         -2.57070,         -3.61002,          0.12790,          0.94970
                 384,         -2.57188,         -3.21025,          0.12436,          0.95766
                 385,         -2.58565,         -4.92777,          0.13144,          0.94879
                 386,         -2.59437,         -3.38711,          0.12474,          0.94952
                 387,         -2.59588,         -5.31693,          0.13548,          0.95445
                 388,         -2.48485,         -3.31931,          0.12845,          0.95520
                 389,         -2.63115,         -3.40815,          0.12291,          0.96053
                 390,         -2.60294,         -4.02296,          0.12055,          0.95484
                 391,         -2.57307,         -3.47782,          0.12121,          0.96189
                 392,         -2.58447,         -2.76641,          0.12190,          0.95589
                 393,         -2.66844,         -3.61860,          0.12642,          0.95812
                 394,         -2.59997,         -4.14286,          0.12860,          0.95439
                 395,         -2.57288,         -2.49166,          0.12875,          0.94740
                 396,         -2.56387,         -6.56390,          0.13315,          0.95030
                 397,         -2.61057,         -4.96524,          0.12808,          0.95015
                 398,         -2.72832,         -3.79052,          0.12257,          0.96005
                 399,         -2.59845,         -3.23608,          0.12093,          0.95755
                 400,         -2.57383,         -5.52766,          0.12957,          0.95264
                 401,         -2.49994,         -5.43867,          0.13121,          0.95662
                 402,         -2.55444,         -5.63656,          0.13383,          0.95080
                 403,         -2.75213,         -4.36524,          0.12699,          0.95723
                 404,         -2.64612,         -4.23275,          0.13180,          0.95464
                 405,         -2.86311,         -3.71512,          0.12290,          0.95503
                 406,         -2.73715,         -3.41936,          0.12196,          0.95734
                 407,         -2.61171,         -4.38679,          0.12292,          0.95774
                 408,         -2.75805,         -3.71294,          0.12607,          0.95454
                 409,         -2.59760,         -5.12894,          0.12510,          0.95739
                 410,         -2.75825,         -3.99133,          0.12363,          0.95363
                 411,         -2.82549,         -2.80462,          0.13308,          0.95112
                 412,         -2.67978,         -3.20031,          0.13268,          0.94596
                 413,         -2.59104,         -3.51542,          0.12258,          0.95809
                 414,         -2.59265,         -3.00245,          0.12747,          0.95399
                 415,         -2.79247,         -3.00419,          0.12087,          0.95485
                 416,         -2.56471,         -2.84914,          0.12762,          0.95187
                 417,         -2.62501,         -3.80190,          0.12402,          0.95511
                 418,         -2.47774,         -3.05531,          0.13366,          0.94682
                 419,         -2.66918,         -4.48638,          0.12996,          0.94821
                 420,         -2.46905,         -2.22636,          0.12578,          0.95460
                 421,         -2.54625,         -3.66905,          0.12064,          0.95465
                 422,         -2.72599,         -4.02047,          0.12912,          0.95403
                 423,         -2.62597,         -3.08524,          0.11695,          0.96129
                 424,         -2.44039,         -3.78740,          0.12857,          0.95685
                 425,         -2.51650,         -2.30816,          0.11816,          0.95675
                 426,         -2.50442,         -2.71949,          0.11467,          0.96348
                 427,         -2.53160,         -2.84201,          0.12046,          0.95280
                 428,         -2.54965,         -3.72099,          0.12572,          0.95547
                 429,         -2.57862,         -4.65723,          0.12041,          0.95965
                 430,         -2.50931,         -4.09951,          0.12047,          0.95680
                 431,         -2.59587,         -4.62002,          0.12107,          0.95215
                 432,         -2.56000,         -2.92767,          0.12065,          0.96193
                 433,         -2.59559,         -4.88716,          0.11114,          0.96327
                 434,         -2.36828,         -2.60246,          0.10754,          0.96309
                 435,         -2.50551,         -3.13014,          0.11594,          0.95803
                 436,         -2.64173,         -4.14580,          0.11968,          0.95703
                 437,         -2.45831,         -2.90506,          0.11322,          0.95537
                 438,         -2.63307,         -2.74592,          0.11539,          0.95894
                 439,         -2.61503,         -2.66871,          0.11868,          0.95367
                 440,         -2.60888,         -2.90054,          0.11508,          0.95750
                 441,         -2.31365,         -3.25192,          0.12836,          0.94951
                 442,         -2.55346,         -4.79968,          0.11168,          0.95984
                 443,         -2.48092,         -2.30980,          0.11658,          0.95468
                 444,         -2.45667,         -3.08821,          0.12044,          0.95680
                 445,         -2.58730,         -3.63837,          0.11387,          0.95527
                 446,         -2.44686,         -2.04395,          0.12276,          0.95530
                 447,         -2.46064,         -3.77076,          0.11849,          0.95145
                 448,         -2.47224,         -3.57752,          0.11765,          0.95060
                 449,         -2.37949,         -2.45993,          0.12638,          0.95110
                 450,         -2.56428,         -4.11017,          0.11782,          0.96026
                 451,         -2.47883,         -2.68138,          0.12411,          0.95193
                 452,         -2.33477,         -2.50740,          0.11919,          0.95549
                 453,         -2.59480,         -2.57129,          0.11495,          0.95536
                 454,         -2.52491,         -2.48456,          0.11530,          0.96424
                 455,         -2.63364,         -3.37585,          0.12297,          0.94506
                 456,         -2.63505,         -1.95734,          0.11500,          0.95739
                 457,         -2.62422,         -2.46655,          0.11389,          0.95650
                 458,         -2.32770,         -3.49363,          0.12271,          0.95625
                 459,         -2.38019,         -1.69774,          0.10944,          0.95981
                 460,         -2.55562,         -2.30041,          0.10555,          0.95590
                 461,         -2.42855,         -3.77762,          0.10943,          0.95835
                 462,         -2.24321,         -2.84531,          0.11366,          0.94955
                 463,         -2.39849,         -2.82711,          0.11286,          0.95594
