# TRAINING ITERATION,           G_LOSS,           D_LOSS,         MSE_LOSS,     JACCARD_LOSS
                  73,         -3.73482,        -17.17986,          0.12041,          0.96122
                  74,         -3.88539,        -34.33934,          0.12130,          0.95505
                  75,         -3.86689,        -29.11891,          0.12278,          0.95710
                  76,         -3.92592,        -27.70153,          0.11953,          0.96361
                  77,         -3.93789,        -32.07488,          0.11945,          0.95661
                  78,         -3.83513,        -15.25175,          0.12011,          0.96234
                  79,         -4.14630,        -19.05100,          0.11092,          0.96251
                  80,         -3.83588,        -16.95676,          0.12130,          0.96098
                  81,         -3.79094,        -18.99635,          0.11342,          0.96512
                  82,         -3.90605,        -21.86500,          0.11944,          0.95798
                  83,         -3.92081,        -15.57384,          0.12404,          0.95481
                  84,         -3.94362,        -24.20096,          0.12621,          0.95204
                  85,         -3.95439,        -18.71701,          0.11879,          0.95650
                  86,         -3.98656,        -31.99409,          0.11484,          0.95868
                  87,         -3.89448,        -15.15097,          0.12152,          0.95881
                  88,         -3.99167,        -15.89688,          0.11771,          0.95846
                  89,         -4.01042,        -14.49220,          0.11161,          0.96591
                  90,         -4.09364,        -17.40643,          0.12102,          0.95514
                  91,         -4.06645,        -18.27919,          0.11807,          0.95611
                  92,         -4.07252,         -9.51813,          0.11707,          0.96127
                  93,         -4.10839,        -22.00058,          0.11200,          0.96270
                  94,         -3.96281,        -22.59383,          0.11790,          0.96028
                  95,         -3.90948,        -15.41450,          0.11780,          0.95967
                  96,         -3.96154,        -22.61678,          0.11783,          0.95892
                  97,         -4.02984,        -17.81488,          0.12412,          0.95154
                  98,         -4.03279,        -18.32161,          0.12202,          0.95680
                  99,         -3.95215,        -23.88810,          0.11721,          0.95379
                 100,         -4.00627,        -14.13826,          0.11144,          0.95983
                 101,         -3.96307,        -19.22882,          0.11829,          0.95569
                 102,         -3.85550,        -11.97239,          0.12099,          0.95963
                 103,         -3.88926,        -19.57429,          0.10998,          0.95266
                 104,         -4.09013,        -14.81038,          0.11451,          0.96646
                 105,         -3.90048,        -11.77583,          0.12318,          0.95497
                 106,         -4.10925,        -13.62742,          0.11936,          0.95747
                 107,         -4.04415,        -11.84319,          0.11544,          0.95797
                 108,         -3.87291,        -10.31095,          0.12371,          0.95782
                 109,         -4.15541,        -12.83344,          0.11743,          0.95283
                 110,         -4.02609,        -12.64527,          0.11812,          0.95464
                 111,         -4.08048,        -15.11409,          0.12078,          0.95715
                 112,         -4.02299,        -16.97218,          0.12011,          0.95411
                 113,         -4.15779,        -14.78516,          0.12342,          0.95606
                 114,         -4.02616,        -14.48816,          0.11919,          0.95263
                 115,         -4.06923,         -9.73867,          0.12769,          0.95898
                 116,         -4.11573,         -9.14404,          0.11998,          0.96675
                 117,         -3.95427,        -15.62053,          0.11564,          0.96314
                 118,         -4.10573,         -7.73089,          0.12316,          0.95354
                 119,         -3.98640,        -11.17139,          0.11009,          0.96383
                 120,         -4.05370,        -11.43878,          0.11393,          0.96439
                 121,         -4.11536,        -10.01529,          0.12477,          0.96195
                 122,         -4.02005,        -15.76758,          0.11978,          0.95942
                 123,         -4.00912,         -9.10700,          0.11797,          0.95397
                 124,         -4.02922,        -13.25961,          0.12438,          0.95275
                 125,         -4.28717,         -7.96920,          0.11879,          0.95924
                 126,         -4.06250,        -11.77822,          0.11985,          0.96034
                 127,         -4.06486,         -7.53416,          0.12164,          0.96137
                 128,         -4.02874,        -10.28403,          0.11756,          0.95691
                 129,         -4.04075,         -8.05337,          0.11366,          0.95958
                 130,         -4.28436,         -9.00513,          0.11671,          0.95280
                 131,         -4.12498,        -10.27453,          0.12476,          0.95325
                 132,         -4.34373,         -7.08311,          0.11187,          0.96131
                 133,         -4.17204,         -6.51045,          0.12332,          0.95861
                 134,         -4.14890,         -8.57105,          0.11032,          0.96410
                 135,         -3.83969,         -7.24583,          0.11019,          0.96560
                 136,         -3.90722,         -9.18018,          0.12396,          0.95664
                 137,         -4.13864,         -7.09191,          0.11086,          0.96346
                 138,         -4.08670,        -11.65297,          0.11726,          0.95760
                 139,         -4.11133,         -7.56429,          0.10491,          0.96473
                 140,         -4.00835,         -7.21085,          0.12255,          0.95752
                 141,         -4.19317,         -9.82932,          0.11602,          0.96276
                 142,         -3.95234,         -5.56170,          0.12112,          0.95549
                 143,         -4.09729,         -8.97875,          0.12554,          0.95506
                 144,         -4.27314,         -6.32340,          0.10895,          0.96283
                 145,         -4.03079,         -4.58696,          0.11122,          0.95664
                 146,         -4.11935,         -6.77515,          0.12078,          0.95437
                 147,         -4.02503,         -5.75382,          0.11234,          0.96652
                 148,         -4.06262,         -9.18338,          0.11632,          0.96094
                 149,         -3.96459,         -4.41138,          0.11390,          0.95947
                 150,         -4.15778,         -8.09696,          0.11395,          0.96389
                 151,         -4.07565,         -8.28170,          0.11603,          0.96091
                 152,         -3.95047,         -3.83136,          0.10717,          0.96202
                 153,         -4.11486,         -6.77336,          0.11721,          0.95763
                 154,         -3.92563,         -5.73938,          0.12016,          0.95314
                 155,         -4.00689,         -6.62434,          0.11526,          0.96369
                 156,         -4.17411,         -5.88453,          0.10857,          0.95736
                 157,         -3.97510,         -5.28524,          0.10481,          0.96668
                 158,         -4.01737,         -6.79001,          0.11900,          0.96434
                 159,         -3.92394,         -7.15892,          0.10816,          0.96324
                 160,         -3.92778,         -4.22514,          0.11170,          0.96512
                 161,         -3.86464,         -4.43598,          0.10203,          0.96610
                 162,         -3.91145,         -3.98708,          0.11715,          0.95821
                 163,         -4.03584,         -4.70413,          0.11981,          0.96191
                 164,         -4.03179,         -6.63608,          0.11514,          0.96103
                 165,         -3.86789,         -5.86987,          0.11324,          0.96076
                 166,         -3.99661,         -3.57957,          0.10786,          0.96454
                 167,         -4.03732,         -4.38072,          0.11323,          0.96358
                 168,         -3.71106,         -5.36072,          0.11779,          0.95581
                 169,         -3.84306,         -3.49833,          0.11735,          0.95650
                 170,         -3.79020,         -5.97422,          0.11253,          0.96630
                 171,         -3.80659,         -4.28521,          0.10522,          0.96602
                 172,         -4.01073,         -3.00972,          0.10822,          0.97078
                 173,         -3.81560,         -3.62023,          0.11047,          0.95970
                 174,         -3.76891,         -4.39342,          0.10501,          0.96576
                 175,         -3.75789,         -4.78147,          0.10506,          0.96326
                 176,         -3.83380,         -2.93739,          0.11187,          0.96378
                 177,         -3.80883,         -3.10022,          0.10357,          0.97066
                 178,         -3.72130,         -4.16927,          0.10794,          0.96353
                 179,         -3.77507,         -3.18837,          0.11621,          0.96450
                 180,         -3.88206,         -2.74913,          0.10137,          0.96560
                 181,         -3.83499,         -2.54954,          0.10618,          0.96880
                 182,         -3.76211,         -3.46024,          0.11317,          0.96413
                 183,         -3.86972,         -4.81464,          0.10151,          0.96973
                 184,         -3.48115,         -4.71142,          0.10353,          0.97041
                 185,         -3.61037,         -5.16073,          0.10246,          0.97116
                 186,         -3.64197,         -2.89580,          0.10670,          0.96299
                 187,         -3.67802,         -2.37260,          0.10215,          0.96825
                 188,         -3.64540,         -3.13173,          0.10296,          0.97028
                 189,         -3.52466,         -2.13372,          0.09576,          0.97209
                 190,         -3.60743,         -3.35566,          0.10713,          0.96820
                 191,         -3.56329,         -3.48305,          0.09771,          0.97159
                 192,         -3.56166,         -2.74239,          0.10076,          0.96939
                 193,         -3.76510,         -1.94993,          0.10967,          0.96522
                 194,         -3.70730,         -2.01807,          0.10482,          0.97094
                 195,         -3.60341,         -3.65955,          0.11080,          0.96487
                 196,         -3.62260,         -2.47481,          0.11309,          0.96641
                 197,         -3.71421,         -2.87656,          0.10195,          0.96528
                 198,         -3.48845,         -2.47891,          0.09685,          0.96927
                 199,         -3.55310,         -1.66979,          0.10007,          0.96796
                 200,         -3.53782,         -2.06995,          0.09868,          0.96712
                 201,         -3.60978,         -3.62599,          0.09340,          0.96526
                 202,         -3.61254,         -2.58108,          0.09800,          0.96684
                 203,         -3.40277,         -3.09093,          0.09931,          0.96554
                 204,         -3.59712,         -1.79693,          0.09242,          0.96535
                 205,         -3.43224,         -3.57573,          0.10429,          0.96655
                 206,         -3.48703,         -1.96366,          0.09573,          0.96936
                 207,         -3.53552,         -2.69642,          0.09637,          0.96833
                 208,         -3.48965,         -2.31357,          0.09751,          0.95805
                 209,         -3.67648,         -2.23075,          0.09923,          0.96660
                 210,         -3.37671,         -3.25730,          0.09214,          0.96729
                 211,         -3.43764,         -2.17748,          0.09494,          0.96210
                 212,         -3.49575,         -2.84236,          0.09535,          0.96262
                 213,         -3.68368,         -2.78838,          0.09951,          0.96507
                 214,         -3.50027,         -1.80818,          0.09055,          0.97017
                 215,         -3.40476,         -2.07941,          0.09189,          0.96223
                 216,         -3.51216,         -3.49936,          0.09822,          0.96650
                 217,         -3.56683,         -2.69271,          0.09309,          0.97070
                 218,         -3.50192,         -2.56728,          0.08695,          0.96967
                 219,         -3.31322,         -2.47673,          0.09101,          0.95917
                 220,         -3.37017,         -1.84665,          0.09451,          0.95755
                 221,         -3.30351,         -2.36007,          0.09746,          0.96214
                 222,         -3.66282,         -2.13292,          0.09995,          0.96784
                 223,         -3.30568,         -2.57852,          0.09563,          0.96293
                 224,         -3.55130,         -2.60553,          0.09982,          0.96103
                 225,         -3.30504,         -3.22327,          0.08861,          0.96957
                 226,         -3.43174,         -2.15219,          0.09619,          0.97229
                 227,         -3.38874,         -1.68613,          0.09258,          0.96347
                 228,         -3.30101,         -1.95423,          0.09443,          0.96341
                 229,         -3.51442,         -2.26289,          0.09963,          0.96515
                 230,         -3.65921,         -3.39692,          0.09973,          0.96684
                 231,         -3.62616,         -3.15436,          0.10673,          0.96888
                 232,         -3.46358,         -1.84182,          0.09197,          0.96850
                 233,         -3.57147,         -1.85810,          0.09816,          0.97342
                 234,         -3.39518,         -1.98711,          0.08599,          0.97144
                 235,         -3.34959,         -2.22390,          0.08755,          0.97200
                 236,         -3.27935,         -2.05239,          0.09918,          0.96805
                 237,         -3.44942,         -1.63132,          0.09095,          0.96216
                 238,         -3.43879,         -1.43444,          0.08991,          0.96582
                 239,         -3.50904,         -2.68717,          0.08818,          0.97089
                 240,         -3.47643,         -1.39737,          0.09312,          0.97252
                 241,         -3.48641,         -1.68623,          0.09605,          0.95877
                 242,         -3.36945,         -2.15885,          0.09316,          0.96982
                 243,         -3.33108,         -1.84224,          0.09663,          0.95664
                 244,         -3.26156,         -1.14437,          0.09024,          0.97180
                 245,         -3.12432,         -1.90802,          0.08780,          0.96539
                 246,         -3.30393,         -1.58220,          0.09649,          0.96537
                 247,         -3.49365,         -1.97033,          0.09691,          0.96537
                 248,         -3.19452,         -1.73779,          0.08321,          0.96593
                 249,         -3.37751,         -1.53417,          0.09259,          0.96390
                 250,         -3.23428,         -2.08351,          0.08977,          0.95947
                 251,         -3.42782,         -1.91766,          0.09678,          0.96445
                 252,         -3.45465,         -1.83296,          0.09951,          0.96315
                 253,         -3.24895,         -1.76549,          0.07953,          0.96364
                 254,         -3.32521,         -1.95382,          0.09605,          0.96321
                 255,         -3.26161,         -2.94698,          0.09472,          0.96898
                 256,         -3.41271,         -1.27819,          0.09395,          0.96056
                 257,         -3.55812,         -2.75736,          0.09814,          0.96023
                 258,         -3.54162,         -1.75857,          0.08927,          0.97129
                 259,         -3.15785,         -1.47007,          0.08527,          0.96209
                 260,         -3.30333,         -1.19161,          0.09036,          0.95823
                 261,         -3.47963,         -1.64923,          0.08865,          0.95913
                 262,         -3.36989,         -1.22132,          0.09512,          0.96526
                 263,         -3.20130,         -1.89237,          0.09042,          0.96038
                 264,         -3.18276,         -1.20809,          0.08859,          0.96377
                 265,         -3.39314,         -1.48372,          0.08824,          0.96539
                 266,         -3.39800,         -1.59754,          0.08482,          0.96267
                 267,         -3.16351,         -1.67969,          0.08598,          0.96638
                 268,         -3.23611,         -1.45162,          0.08526,          0.96800
                 269,         -3.35147,         -1.76264,          0.09295,          0.95719
                 270,         -3.29007,         -1.39252,          0.09077,          0.96660
                 271,         -3.41196,         -1.69220,          0.09264,          0.96525
                 272,         -3.20762,         -1.20953,          0.08703,          0.96452
                 273,         -3.11586,         -1.55098,          0.08083,          0.96565
                 274,         -3.13349,         -0.86861,          0.07980,          0.96159
                 275,         -3.18913,         -1.24151,          0.08517,          0.96274
                 276,         -3.30061,         -1.10379,          0.08945,          0.96567
                 277,         -3.25258,         -1.89539,          0.08856,          0.97022
                 278,         -3.34676,         -1.67654,          0.08838,          0.96915
                 279,         -3.12297,         -1.45506,          0.08134,          0.97467
                 280,         -3.07056,         -1.79129,          0.08151,          0.97323
                 281,         -3.24325,         -1.34839,          0.08175,          0.97566
                 282,         -3.06359,         -1.62437,          0.07731,          0.97504
                 283,         -3.26568,         -2.18239,          0.07391,          0.97296
                 284,         -3.07845,         -1.66472,          0.08248,          0.97131
                 285,         -3.14117,         -1.97932,          0.08046,          0.96910
                 286,         -3.26898,         -2.00814,          0.08279,          0.96184
                 287,         -3.11482,         -1.07195,          0.08090,          0.95995
                 288,         -3.24025,         -1.74741,          0.07672,          0.96217
                 289,         -3.25471,         -2.42185,          0.08492,          0.96186
                 290,         -3.03623,         -1.16954,          0.08393,          0.96299
                 291,         -3.09440,         -2.20810,          0.08183,          0.96320
                 292,         -3.13835,         -1.42428,          0.07240,          0.97579
                 293,         -3.17505,         -1.43566,          0.07526,          0.97116
                 294,         -3.14095,         -1.70444,          0.07770,          0.96911
                 295,         -3.00120,         -1.49352,          0.07990,          0.96738
                 296,         -3.16433,         -1.36480,          0.07539,          0.96723
                 297,         -3.24042,         -1.66050,          0.08654,          0.96117
                 298,         -3.27463,         -1.68646,          0.08444,          0.96408
                 299,         -3.09138,         -1.00488,          0.08079,          0.97040
                 300,         -3.32016,         -1.06252,          0.07794,          0.97217
                 301,         -3.17177,         -1.08233,          0.08935,          0.95300
                 302,         -3.20376,         -0.88018,          0.07290,          0.97136
                 303,         -3.18393,         -1.16712,          0.08153,          0.97068
                 304,         -3.31805,         -1.34945,          0.08761,          0.96651
                 305,         -3.09222,         -1.20872,          0.07681,          0.96621
                 306,         -3.15444,         -1.34626,          0.08179,          0.96688
                 307,         -3.47826,         -1.41445,          0.08240,          0.97065
                 308,         -3.14332,         -1.83903,          0.07729,          0.97044
                 309,         -2.99937,         -0.83294,          0.07609,          0.96846
                 310,         -3.23192,         -1.40957,          0.08915,          0.96779
                 311,         -3.33940,         -2.18786,          0.08589,          0.96627
                 312,         -3.17256,         -1.38383,          0.07025,          0.97149
                 313,         -3.31063,         -1.22243,          0.07476,          0.96921
                 314,         -3.09982,         -0.93149,          0.07931,          0.97037
                 315,         -3.16242,         -1.47141,          0.07488,          0.97346
                 316,         -3.15695,         -1.67647,          0.07444,          0.97231
                 317,         -3.29255,         -1.49854,          0.08131,          0.97222
                 318,         -3.26660,         -0.82258,          0.07270,          0.96850
                 319,         -3.29736,         -1.47671,          0.08125,          0.97204
                 320,         -3.30066,         -0.92842,          0.07435,          0.96164
                 321,         -3.16567,         -0.98926,          0.07906,          0.96276
                 322,         -3.14154,         -1.25044,          0.07565,          0.96290
                 323,         -3.25698,         -1.25681,          0.07812,          0.97017
                 324,         -2.91956,         -0.75397,          0.08225,          0.95453
                 325,         -3.28710,         -1.10769,          0.08228,          0.96087
                 326,         -3.11362,         -1.25942,          0.07820,          0.96256
                 327,         -3.18154,         -1.08775,          0.07912,          0.94999
                 328,         -3.28419,         -1.60346,          0.08062,          0.95036
                 329,         -3.05616,         -1.32313,          0.08102,          0.94785
                 330,         -3.21377,         -1.43551,          0.07695,          0.96001
                 331,         -3.20844,         -2.17249,          0.08593,          0.96143
                 332,         -3.24409,         -1.35664,          0.08029,          0.93987
                 333,         -3.07276,         -1.51346,          0.07768,          0.96036
                 334,         -3.18433,         -0.71252,          0.07565,          0.96105
                 335,         -3.12412,         -1.31865,          0.08338,          0.94560
                 336,         -3.13036,         -1.22697,          0.08173,          0.93914
                 337,         -3.24347,         -1.38504,          0.07052,          0.95594
                 338,         -2.98653,         -1.05606,          0.07133,          0.95613
                 339,         -3.26066,         -1.15066,          0.07753,          0.94497
                 340,         -3.12534,         -1.35442,          0.07556,          0.95795
                 341,         -3.31097,         -1.50065,          0.06910,          0.96245
                 342,         -3.26392,         -0.98892,          0.06665,          0.95571
                 343,         -3.09768,         -1.21621,          0.07231,          0.95563
                 344,         -3.17814,         -0.98741,          0.06875,          0.94375
                 345,         -3.24993,         -1.65467,          0.07715,          0.95653
                 346,         -3.13361,         -0.95177,          0.07755,          0.94910
                 347,         -3.24911,         -1.15727,          0.07179,          0.95101
                 348,         -3.17541,         -0.96031,          0.07554,          0.95417
                 349,         -3.06971,         -1.38891,          0.07813,          0.96189
                 350,         -3.28766,         -1.87536,          0.08264,          0.94181
                 351,         -3.31674,         -1.24456,          0.06945,          0.95296
                 352,         -3.29078,         -1.34278,          0.08018,          0.94603
                 353,         -3.26522,         -1.11283,          0.07917,          0.94670
                 354,         -3.24377,         -1.56383,          0.07452,          0.95577
                 355,         -3.35785,         -1.25027,          0.07688,          0.95222
                 356,         -3.35820,         -0.96565,          0.07652,          0.94780
                 357,         -3.12267,         -0.82898,          0.07673,          0.94382
                 358,         -3.11620,         -1.11400,          0.07905,          0.95587
                 359,         -3.23269,         -1.07036,          0.07626,          0.93993
                 360,         -3.21197,         -0.71540,          0.07479,          0.94152
                 361,         -3.19690,         -1.00502,          0.07593,          0.95413
                 362,         -3.29729,         -1.00281,          0.08173,          0.93833
                 363,         -3.23383,         -1.20712,          0.07673,          0.94300
                 364,         -3.26425,         -0.82605,          0.08210,          0.94402
                 365,         -3.19649,         -0.60732,          0.08131,          0.94707
                 366,         -3.15707,         -0.93392,          0.07897,          0.94125
                 367,         -3.10683,         -1.04486,          0.07802,          0.94077
                 368,         -3.12630,         -0.80494,          0.08340,          0.93905
                 369,         -3.29889,         -1.17967,          0.08453,          0.93588
                 370,         -3.23991,         -1.08434,          0.08473,          0.93460
                 371,         -3.36275,         -1.77403,          0.08502,          0.93684
                 372,         -3.35654,         -1.15965,          0.09405,          0.93452
                 373,         -3.28015,         -1.07468,          0.07746,          0.94318
                 374,         -3.50533,         -0.97556,          0.08956,          0.94269
                 375,         -3.17461,         -0.65388,          0.07712,          0.94962
                 376,         -3.22707,         -0.99562,          0.08442,          0.93300
                 377,         -3.28105,         -1.08433,          0.08377,          0.93327
                 378,         -3.39076,         -1.08676,          0.08030,          0.93808
                 379,         -3.26466,         -0.96780,          0.08110,          0.94120
                 380,         -3.33863,         -1.01562,          0.07732,          0.94503
                 381,         -3.20339,         -1.11233,          0.08041,          0.95604
                 382,         -3.25995,         -0.69491,          0.07599,          0.94393
                 383,         -3.46659,         -1.03775,          0.08925,          0.93276
                 384,         -3.27117,         -1.22154,          0.08878,          0.93105
                 385,         -3.41516,         -1.04225,          0.09147,          0.93612
                 386,         -3.31028,         -0.87019,          0.07874,          0.93525
                 387,         -3.22064,         -0.98769,          0.08641,          0.94513
                 388,         -3.42530,         -0.86799,          0.07635,          0.94046
                 389,         -3.42478,         -1.03089,          0.07982,          0.94418
                 390,         -3.29107,         -1.18921,          0.07815,          0.93775
                 391,         -3.14241,         -0.96672,          0.07479,          0.93498
                 392,         -3.23966,         -0.92556,          0.09097,          0.93398
                 393,         -3.26875,         -0.74417,          0.08698,          0.93726
                 394,         -3.42837,         -0.84059,          0.07367,          0.94791
                 395,         -3.29693,         -0.62145,          0.07430,          0.94245
                 396,         -3.30222,         -1.24586,          0.08591,          0.94369
                 397,         -3.32185,         -0.64599,          0.08149,          0.94620
                 398,         -3.38064,         -0.66902,          0.08869,          0.93529
                 399,         -3.49617,         -0.89901,          0.08283,          0.93390
                 400,         -3.19659,         -0.82407,          0.07471,          0.94342
                 401,         -3.24979,         -1.04157,          0.08190,          0.93382
                 402,         -3.43978,         -0.94164,          0.08377,          0.93633
                 403,         -3.28917,         -1.35315,          0.07877,          0.94778
                 404,         -3.34843,         -0.87997,          0.07490,          0.93923
                 405,         -3.34187,         -0.54489,          0.07744,          0.93943
                 406,         -3.26121,         -1.13162,          0.08046,          0.93344
                 407,         -3.30369,         -0.97003,          0.07673,          0.95192
                 408,         -3.26146,         -0.92894,          0.07619,          0.95255
                 409,         -3.18546,         -0.99555,          0.06826,          0.94031
                 410,         -3.36120,         -1.01439,          0.07753,          0.94971
                 411,         -3.24888,         -0.84019,          0.07384,          0.94372
                 412,         -3.43443,         -1.12272,          0.08234,          0.94652
                 413,         -3.45788,         -1.69786,          0.08695,          0.91649
                 414,         -3.49970,         -0.77848,          0.09211,          0.93275
                 415,         -3.39140,         -1.05032,          0.07898,          0.94968
                 416,         -3.47324,         -1.28347,          0.07971,          0.94194
                 417,         -3.29389,         -0.81862,          0.07963,          0.94905
                 418,         -3.47372,         -0.74566,          0.07452,          0.92608
                 419,         -3.45451,         -1.19591,          0.08278,          0.93924
                 420,         -3.41698,         -0.81828,          0.07665,          0.94480
                 421,         -3.48215,         -0.59132,          0.06887,          0.94529
                 422,         -3.36374,         -0.42424,          0.07591,          0.93285
                 423,         -3.49809,         -0.70256,          0.07980,          0.93229
                 424,         -3.55180,         -0.86312,          0.07566,          0.94085
                 425,         -3.32542,         -0.90417,          0.07211,          0.93669
                 426,         -3.11884,         -0.86694,          0.08060,          0.94124
                 427,         -3.43638,         -0.83785,          0.08488,          0.91561
                 428,         -3.60960,         -1.61002,          0.08061,          0.94353
                 429,         -3.62701,         -1.64228,          0.08017,          0.94017
                 430,         -3.34008,         -0.60718,          0.07568,          0.94315
                 431,         -3.45391,         -0.93589,          0.07226,          0.94083
                 432,         -3.25000,         -1.21167,          0.07948,          0.90677
                 433,         -3.30586,         -0.72859,          0.07977,          0.93560
                 434,         -3.24987,         -0.99798,          0.07684,          0.92896
                 435,         -3.55004,         -1.60959,          0.07767,          0.93729
                 436,         -3.61050,         -0.94686,          0.07436,          0.93756
                 437,         -3.43147,         -0.76289,          0.08045,          0.90734
                 438,         -3.49916,         -1.26671,          0.09021,          0.94001
                 439,         -3.62935,         -0.95276,          0.08322,          0.91478
                 440,         -3.38655,         -0.93532,          0.08283,          0.92267
                 441,         -3.50012,         -1.01594,          0.07564,          0.92863
                 442,         -3.34315,         -0.74858,          0.08024,          0.91667
                 443,         -3.47367,         -0.90646,          0.07276,          0.92821
                 444,         -3.44222,         -0.74340,          0.08323,          0.93001
                 445,         -3.47438,         -0.57801,          0.07452,          0.94190
                 446,         -3.54224,         -0.94981,          0.07681,          0.92690
                 447,         -3.46591,         -0.82491,          0.07678,          0.92015
                 448,         -3.42200,         -0.59192,          0.07741,          0.93334
                 449,         -3.45658,         -0.91568,          0.07531,          0.94178
                 450,         -3.44083,         -1.03496,          0.07681,          0.93264
                 451,         -3.38198,         -1.10653,          0.07325,          0.91243
                 452,         -3.54416,         -0.71137,          0.08741,          0.89283
                 453,         -3.53283,         -1.20207,          0.07671,          0.93493
                 454,         -3.54288,         -0.98073,          0.07542,          0.90276
                 455,         -3.45068,         -0.98923,          0.07867,          0.92064
                 456,         -3.53647,         -0.83711,          0.07362,          0.92248
                 457,         -3.50276,         -1.67049,          0.08367,          0.91220
                 458,         -3.57289,         -0.76365,          0.07949,          0.92585
                 459,         -3.58729,         -0.95928,          0.07964,          0.92330
                 460,         -3.42651,         -0.71540,          0.08055,          0.93081
                 461,         -3.50948,         -0.53686,          0.07552,          0.91405
                 462,         -3.59366,         -0.63732,          0.07022,          0.95588
                 463,         -3.57046,         -0.78788,          0.07227,          0.91424
